code,seed,T0,T1,T2,T3,n_sums,i,d,sum,r,s,k,aligned,nX,nY,nZ,v0,v1,v2,v3,l1,db,Tdot,eq,recon,acf_prefix
0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
4,0,1,0,0,0,2,0,3,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,8
8,0,3,0,0,0,2,0,3,3,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,8
12,0,4,0,0,0,2,0,3,4,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,8
16,0,0,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
16,1,0,1,0,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
17,1,1,1,0,0,2,0,2,1,0,0,1,1,1,1,1,-1,1,0,0,2,0,0,1,1,5
18,1,3,1,0,0,3,1,3,3,1,1,1,0,1,1,1,1,0,-1,0,2,-3,3,1,1,9
19,1,4,1,0,0,3,1,3,4,1,1,1,0,1,1,1,1,0,0,-1,2,-4,4,1,1,9
20,0,1,1,0,0,2,0,2,1,0,0,1,1,1,1,1,1,-1,0,0,2,0,0,1,1,5
20,1,1,1,0,0,2,0,2,1,0,0,1,1,1,1,1,-1,1,0,0,2,0,0,1,1,5
21,1,2,1,0,0,3,0,3,2,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,8
22,1,4,1,0,0,3,15,3,1,1,1,1,0,1,1,1,0,-1,1,0,2,1,-1,1,1,23
23,1,5,1,0,0,3,15,3,1,1,1,1,0,1,1,1,0,-1,0,1,2,1,-1,1,1,23
24,0,3,1,0,0,3,0,3,3,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,8
24,1,3,1,0,0,3,1,3,3,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,9
25,1,4,1,0,0,3,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7
26,1,6,1,0,0,3,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6
27,1,7,1,0,0,3,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6
28,0,4,1,0,0,3,0,3,4,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,8
28,1,4,1,0,0,3,1,3,4,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,9
29,1,5,1,0,0,3,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7
30,1,7,1,0,0,3,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6
31,1,8,1,0,0,3,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6
32,0,0,3,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
36,0,1,3,0,0,3,0,21,15,0,1,10,0,10,10,10,1,0,-1,0,2,-1,1,1,1,62
40,0,3,3,0,0,2,0,3,3,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,8
44,0,4,3,0,0,3,0,3,4,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,8
48,0,0,4,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
52,0,1,4,0,0,3,0,21,18,0,1,10,0,10,10,10,1,0,0,-1,2,-1,1,1,1,62
56,0,3,4,0,0,3,0,3,3,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,8
60,0,4,4,0,0,2,0,3,4,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,8
64,0,0,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
68,0,1,1,0,0,2,0,2,1,0,0,1,1,1,1,1,1,-1,0,0,2,0,0,1,1,5
72,0,3,1,0,0,3,0,3,3,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,8
76,0,4,1,0,0,3,0,3,4,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,8
80,0,0,2,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
80,1,0,2,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
81,1,1,2,0,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
82,1,3,2,0,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
83,1,4,2,0,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
84,0,1,2,0,0,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
84,1,1,2,0,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
85,1,2,2,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
86,1,4,2,0,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
87,1,5,2,0,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
88,0,3,2,0,0,3,0,3,3,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,8
88,1,3,2,0,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
89,1,4,2,0,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
90,1,6,2,0,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
91,1,7,2,0,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
92,0,4,2,0,0,3,0,3,4,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,8
92,1,4,2,0,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
93,1,5,2,0,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
94,1,7,2,0,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
95,1,8,2,0,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
96,0,0,4,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
100,0,1,4,0,0,3,0,25,25,0,1,12,0,12,12,12,1,0,-1,0,2,-1,1,1,1,74
104,0,3,4,0,0,3,0,3,3,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,8
108,0,4,4,0,0,2,0,3,4,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,8
112,0,0,5,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
116,0,1,5,0,0,3,0,25,30,0,1,12,0,12,12,12,1,0,0,-1,2,-1,1,1,1,74
120,0,3,5,0,0,3,0,3,3,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,8
124,0,4,5,0,0,3,0,3,4,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,8
128,0,0,3,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
132,0,1,3,0,0,3,0,7,5,0,1,3,0,3,3,3,0,0,0,0,0,0,0,1,1,20
136,0,3,3,0,0,2,0,3,3,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,8
140,0,4,3,0,0,3,0,3,4,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,8
144,0,0,4,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
144,1,0,4,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4
145,1,1,4,0,0,3,0,55,55,0,1,27,0,27,27,27,-1,0,1,0,2,1,-1,1,1,164
146,1,3,4,0,0,3,1,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,6
147,1,4,4,0,0,2,0,3,4,0,1,1,0,1,1,1,-1,1,0,0,2,0,0,1,1,8
148,0,1,4,0,0,3,9,4,3,1,0,2,0,1,1,1,-1,0,1,0,2,1,-1,1,1,20
148,1,1,4,0,0,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4
149,1,2,4,0,0,3,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6
150,1,4,4,0,0,2,0,3,4,0,1,1,0,1,1,1,-1,1,0,0,2,0,0,1,1,8
151,1,5,4,0,0,3,0,6,9,0,0,3,1,3,3,3,0,0,1,-1,2,0,0,1,1,17
152,0,3,4,0,0,3,0,3,3,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,8
152,1,3,4,0,0,3,1,6,6,1,0,3,0,2,2,2,0,0,0,0,0,0,0,1,1,18
153,1,4,4,0,0,2,0,6,8,0,0,3,1,3,3,3,0,0,0,0,0,0,0,1,1,17
154,1,6,4,0,0,3,4,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6
155,1,7,4,0,0,3,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10
156,0,4,4,0,0,2,0,3,4,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,8
156,1,4,4,0,0,2,0,3,4,0,1,1,0,1,1,1,-1,1,0,0,2,0,0,1,1,8
157,1,5,4,0,0,3,0,12,18,0,0,6,1,6,6,6,0,0,0,0,0,0,0,1,1,35
158,1,7,4,0,0,3,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10
159,1,8,4,0,0,3,4,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6
160,0,0,6,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
164,0,1,6,0,0,3,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6
168,0,3,6,0,0,3,0,3,3,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,8
172,0,4,6,0,0,3,0,3,4,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,8
176,0,0,7,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
180,0,1,7,0,0,3,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6
184,0,3,7,0,0,3,0,3,3,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,8
188,0,4,7,0,0,3,0,3,4,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,8
192,0,0,4,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
196,0,1,4,0,0,3,0,7,6,0,1,3,0,3,3,3,0,0,0,0,0,0,0,1,1,20
200,0,3,4,0,0,3,0,3,3,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,8
204,0,4,4,0,0,2,0,3,4,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,8
208,0,0,5,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
208,1,0,5,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4
209,1,1,5,0,0,3,0,55,66,0,1,27,0,27,27,27,-1,0,0,1,2,1,-1,1,1,164
210,1,3,5,0,0,3,2,3,3,0,1,1,0,1,1,1,-1,0,0,1,2,3,-3,1,1,10
211,1,4,5,0,0,3,1,2,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,6
212,0,1,5,0,0,3,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12
212,1,1,5,0,0,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4
213,1,2,5,0,0,3,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6
214,1,4,5,0,0,3,0,6,9,0,0,3,1,3,3,3,0,0,-1,1,2,0,0,1,1,17
215,1,5,5,0,0,2,0,3,5,0,1,1,0,1,1,1,-1,1,0,0,2,0,0,1,1,8
216,0,3,5,0,0,3,0,3,3,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,8
216,1,3,5,0,0,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4
217,1,4,5,0,0,3,0,12,18,0,0,6,1,6,6,6,0,0,0,0,0,0,0,1,1,35
218,1,6,5,0,0,3,4,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6
219,1,7,5,0,0,3,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10
220,0,4,5,0,0,3,0,3,4,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,8
220,1,4,5,0,0,3,1,6,8,1,0,3,0,2,2,2,0,0,0,0,0,0,0,1,1,18
221,1,5,5,0,0,2,0,6,10,0,0,3,1,3,3,3,0,0,0,0,0,0,0,1,1,17
222,1,7,5,0,0,3,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10
223,1,8,5,0,0,3,4,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6
224,0,0,7,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
228,0,1,7,0,0,3,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6
232,0,3,7,0,0,3,0,3,3,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,8
236,0,4,7,0,0,3,0,3,4,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,8
240,0,0,8,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
244,0,1,8,0,0,3,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6
248,0,3,8,0,0,3,0,3,3,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,8
252,0,4,8,0,0,3,0,3,4,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,8
256,0,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
260,0,1,0,1,0,2,0,3,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,8
264,0,3,0,1,0,3,0,21,21,0,1,10,0,10,10,10,1,-1,0,0,2,-3,3,1,1,62
268,0,4,0,1,0,3,0,3,4,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,8
272,0,0,1,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
272,1,0,1,1,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
273,1,1,1,1,0,2,0,2,1,0,0,1,1,1,1,1,-1,1,0,0,2,0,0,1,1,5
274,1,3,1,1,0,3,0,4,4,0,0,2,1,2,2,2,0,1,-1,0,2,0,0,1,1,11
275,1,4,1,1,0,3,1,3,4,1,1,1,0,1,1,1,1,0,0,-1,2,-4,4,1,1,9
276,0,1,1,1,0,2,0,2,1,0,0,1,1,1,1,1,1,-1,0,0,2,0,0,1,1,5
276,1,1,1,1,0,2,0,2,1,0,0,1,1,1,1,1,-1,1,0,0,2,0,0,1,1,5
277,1,2,1,1,0,3,0,3,2,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,8
278,1,4,1,1,0,3,0,6,6,0,0,3,1,3,3,3,0,-1,1,0,2,0,0,1,1,17
279,1,5,1,1,0,3,15,3,1,1,1,1,0,1,1,1,0,-1,0,1,2,1,-1,1,1,23
280,0,3,1,1,0,3,0,4,4,0,0,2,1,2,2,2,0,-1,1,0,2,0,0,1,1,11
280,1,3,1,1,0,3,0,4,4,0,0,2,1,2,2,2,0,1,-1,0,2,0,0,1,1,11
281,1,4,1,1,0,3,0,6,6,0,0,3,1,3,3,3,0,1,-1,0,2,0,0,1,1,17
282,1,6,1,1,0,3,0,6,8,0,0,3,1,3,3,3,0,0,0,0,0,0,0,1,1,17
283,1,7,1,1,0,3,17,3,1,1,1,1,0,1,1,1,0,0,1,-1,2,-1,1,1,1,25
284,0,4,1,1,0,3,0,3,4,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,8
284,1,4,1,1,0,3,1,3,4,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,9
285,1,5,1,1,0,3,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7
286,1,7,1,1,0,3,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7
287,1,8,1,1,0,3,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6
288,0,0,3,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
292,0,1,3,1,0,3,0,6,5,0,0,3,1,3,3,3,-1,0,1,0,2,0,0,1,1,17
296,0,3,3,1,0,3,0,6,7,0,0,3,1,3,3,3,-1,1,0,0,2,0,0,1,1,17
300,0,4,3,1,0,4,0,3,4,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,8
304,0,0,4,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
308,0,1,4,1,0,3,0,21,18,0,1,10,0,10,10,10,1,0,0,-1,2,-1,1,1,1,62
312,0,3,4,1,0,4,1,11,14,1,1,5,0,5,5,5,-2,1,0,1,4,2,-2,1,1,33
316,0,4,4,1,0,3,0,3,4,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,8
320,0,0,1,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
324,0,1,1,1,0,2,0,2,1,0,0,1,1,1,1,1,1,-1,0,0,2,0,0,1,1,5
328,0,3,1,1,0,3,0,4,4,0,0,2,1,2,2,2,0,-1,1,0,2,0,0,1,1,11
332,0,4,1,1,0,3,0,3,4,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,8
336,0,0,2,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
336,1,0,2,1,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
337,1,1,2,1,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
338,1,3,2,1,0,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
339,1,4,2,1,0,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
340,0,1,2,1,0,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
340,1,1,2,1,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
341,1,2,2,1,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
342,1,4,2,1,0,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
343,1,5,2,1,0,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
344,0,3,2,1,0,4,0,17,18,0,1,8,0,8,8,8,1,-2,1,0,4,0,0,1,1,50
344,1,3,2,1,0,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
345,1,4,2,1,0,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
346,1,6,2,1,0,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
347,1,7,2,1,0,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
348,0,4,2,1,0,4,0,3,4,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,8
348,1,4,2,1,0,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
349,1,5,2,1,0,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
350,1,7,2,1,0,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
351,1,8,2,1,0,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
352,0,0,4,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
356,0,1,4,1,0,3,0,4,5,0,0,2,1,2,2,2,1,0,-1,0,2,0,0,1,1,11
360,0,3,4,1,0,4,0,3,4,0,1,1,0,1,1,1,1,-1,0,0,2,1,-1,1,1,8
364,0,4,4,1,0,3,0,3,4,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,8
368,0,0,5,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
372,0,1,5,1,0,3,0,25,30,0,1,12,0,12,12,12,1,0,0,-1,2,-1,1,1,1,74
376,0,3,5,1,0,4,0,9,12,0,1,4,0,4,4,4,0,0,0,0,0,0,0,1,1,26
380,0,4,5,1,0,4,0,3,4,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,8
384,0,0,3,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
388,0,1,3,1,0,3,0,6,5,0,0,3,1,3,3,3,1,0,-1,0,2,0,0,1,1,17
392,0,3,3,1,0,3,0,6,7,0,0,3,1,3,3,3,-1,1,0,0,2,0,0,1,1,17
396,0,4,3,1,0,4,0,3,4,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,8
400,0,0,4,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
400,1,0,4,1,0,3,1,3,4,1,1,1,0,1,1,1,0,-1,1,0,2,3,-3,1,1,9
401,1,1,4,1,0,3,0,4,5,0,0,2,1,2,2,2,-1,0,1,0,2,0,0,1,1,11
402,1,3,4,1,0,4,1,14,20,1,0,7,0,6,6,6,-1,-1,2,0,4,5,-5,1,1,42
403,1,4,4,1,0,3,3,63,88,1,1,31,0,31,31,31,-4,4,1,-1,10,-1,1,1,1,191
404,0,1,4,1,0,3,0,4,5,0,0,2,1,2,2,2,1,0,-1,0,2,0,0,1,1,11
404,1,1,4,1,0,3,0,4,5,0,0,2,1,2,2,2,-1,0,1,0,2,0,0,1,1,11
405,1,2,4,1,0,4,0,7,10,0,1,3,0,3,3,3,0,0,0,0,0,0,0,1,1,20
406,1,4,4,1,0,3,0,6,9,0,0,3,1,3,3,3,-1,1,0,0,2,0,0,1,1,17
407,1,5,4,1,0,4,11,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13
408,0,3,4,1,0,4,0,3,4,0,1,1,0,1,1,1,1,-1,0,0,2,1,-1,1,1,8
408,1,3,4,1,0,4,3,3,4,1,1,1,0,1,1,1,-1,1,0,0,2,-1,1,1,1,11
409,1,4,4,1,0,3,0,6,9,0,0,3,1,3,3,3,-1,1,0,0,2,0,0,1,1,17
410,1,6,4,1,0,4,5,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7
411,1,7,4,1,0,4,11,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13
412,0,4,4,1,0,3,0,3,4,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,8
412,1,4,4,1,0,3,1,24,34,1,0,12,0,11,11,11,-1,1,1,-1,4,-1,1,1,1,72
413,1,5,4,1,0,4,9,3,4,1,1,1,0,1,1,1,0,-1,1,0,2,3,-3,1,1,17
414,1,7,4,1,0,4,13,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15
415,1,8,4,1,0,4,11,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13
416,0,0,6,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
420,0,1,6,1,0,3,0,3,4,0,1,1,0,1,1,1,1,0,-1,0,2,0,0,1,1,8
424,0,3,6,1,0,4,15,3,6,1,1,1,0,1,1,1,-1,1,0,0,2,-3,3,1,1,23
428,0,4,6,1,0,4,0,3,4,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,8
432,0,0,7,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
436,0,1,7,1,0,3,0,7,9,0,1,3,0,3,3,3,-1,0,0,1,2,1,-1,1,1,20
440,0,3,7,1,0,4,15,6,10,1,0,3,0,2,2,2,0,0,0,0,0,0,0,1,1,32
444,0,4,7,1,0,4,0,3,4,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,8
448,0,0,4,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
452,0,1,4,1,0,3,0,7,6,0,1,3,0,3,3,3,0,0,0,0,0,0,0,1,1,20
456,0,3,4,1,0,4,0,15,18,0,1,7,0,7,7,7,0,0,-1,1,2,1,-1,1,1,44
460,0,4,4,1,0,3,0,3,4,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,8
464,0,0,5,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
464,1,0,5,1,0,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4
465,1,1,5,1,0,3,0,55,66,0,1,27,0,27,27,27,-1,0,0,1,2,1,-1,1,1,164
466,1,3,5,1,0,4,1,41,56,1,1,20,0,20,20,20,0,-1,1,0,2,4,-4,1,1,123
467,1,4,5,1,0,4,1,2,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,6
468,0,1,5,1,0,3,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12
468,1,1,5,1,0,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4
469,1,2,5,1,0,4,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6
470,1,4,5,1,0,4,2,5,7,0,1,2,0,2,2,2,1,-1,-1,1,4,2,-2,1,1,16
471,1,5,5,1,0,3,0,3,5,0,1,1,0,1,1,1,-1,1,0,0,2,0,0,1,1,8
472,0,3,5,1,0,4,0,63,84,0,1,31,0,31,31,31,0,0,-1,1,2,1,-1,1,1,188
472,1,3,5,1,0,4,1,49,66,1,1,24,0,24,24,24,2,-2,1,-1,6,3,-3,1,1,147
473,1,4,5,1,0,4,2,29,45,0,1,14,0,14,14,14,-1,1,1,-1,4,-2,2,1,1,88
474,1,6,5,1,0,4,4,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6
475,1,7,5,1,0,4,11,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13
476,0,4,5,1,0,4,0,3,4,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,8
476,1,4,5,1,0,4,1,6,8,1,0,3,0,2,2,2,0,0,0,0,0,0,0,1,1,18
477,1,5,5,1,0,3,0,6,10,0,0,3,1,3,3,3,0,0,0,0,0,0,0,1,1,17
478,1,7,5,1,0,4,8,3,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,16
479,1,8,5,1,0,4,4,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6
480,0,0,7,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
484,0,1,7,1,0,3,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7
488,0,3,7,1,0,4,9,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11
492,0,4,7,1,0,4,0,3,4,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,8
496,0,0,8,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
500,0,1,8,1,0,3,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6
504,0,3,8,1,0,4,1,2,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,6
