i,d,sum,r,s,k,aligned,nX,nY,nZ,v0,v1,v2,v3,l1,db,Tdot,eq,recon
3280,1424,2110,0,0,712,1,712,712,712,4,-8,8,-4,24,0,0,1,1
3292,1448,2148,0,0,724,1,724,724,724,5,-10,10,-5,30,0,0,1,1
3298,84,121,0,0,42,1,42,42,42,1,-2,2,-1,6,0,0,1,1
3299,84,121,1,0,42,0,41,41,41,1,-2,2,-1,6,0,0,1,1
3300,84,121,0,0,42,1,42,42,42,1,-2,2,-1,6,0,0,1,1
3301,80,114,1,0,40,0,39,39,39,2,-3,2,-1,8,-1,1,1,1
3301,84,121,1,0,42,0,41,41,41,1,-2,2,-1,6,0,0,1,1
3302,79,114,0,1,39,0,39,39,39,2,-3,2,-1,8,-1,1,1,1
3302,84,121,0,0,42,1,42,42,42,1,-2,2,-1,6,0,0,1,1
3303,84,121,1,0,42,0,41,41,41,1,-2,2,-1,6,0,0,1,1
3304,43,61,0,1,21,0,21,21,21,0,-1,1,0,2,2,-2,1,1
3304,84,121,0,0,42,1,42,42,42,1,-2,2,-1,6,0,0,1,1
3309,25,35,1,1,12,0,12,12,12,1,-1,1,-1,4,-2,2,1,1
3311,27,37,1,1,13,0,13,13,13,0,-1,2,-1,4,1,-1,1,1
3315,1403,2078,1,1,701,0,701,701,701,4,-8,9,-5,26,-1,1,1,1
3321,21,29,1,1,10,0,10,10,10,1,-1,0,0,2,-1,1,1,1
3322,21,29,0,1,10,0,10,10,10,0,-1,1,0,2,2,-2,1,1
3329,1395,2065,1,1,697,0,697,697,697,5,-9,9,-5,28,-2,2,1,1
3332,1393,2062,0,1,696,0,696,696,696,5,-9,8,-4,26,-1,1,1,1
3335,30,40,1,0,15,0,14,14,14,0,1,-1,0,2,-2,2,1,1
3340,1400,2074,0,0,700,1,700,700,700,5,-10,10,-5,30,0,0,1,1
3370,12,15,0,0,6,1,6,6,6,0,0,0,0,0,0,0,1,1
3373,11,13,1,1,5,0,5,5,5,0,1,-1,0,2,-2,2,1,1
3375,9,10,1,1,4,0,4,4,4,-1,1,-1,1,4,2,-2,1,1
3377,15,18,1,1,7,0,7,7,7,0,0,1,-1,2,-1,1,1,1
3378,8,9,0,0,4,1,4,4,4,-1,1,1,-1,4,0,0,1,1
3382,12,15,0,0,6,1,6,6,6,0,0,0,0,0,0,0,1,1
3384,11,13,0,1,5,0,5,5,5,0,-1,1,0,2,2,-2,1,1
3386,8,9,0,0,4,1,4,4,4,1,-1,-1,1,4,0,0,1,1
3388,51,72,0,1,25,0,25,25,25,-1,1,-1,1,4,2,-2,1,1
3394,48,70,0,0,24,1,24,24,24,-1,2,-2,1,6,0,0,1,1
3397,32,48,1,0,16,0,15,15,15,-1,0,1,0,2,3,-3,1,1
3400,27,40,0,1,13,0,13,13,13,0,-1,1,0,2,2,-2,1,1
3404,45,66,0,1,22,0,22,22,22,-1,2,-3,2,8,1,-1,1,1
3407,42,63,1,0,21,0,20,20,20,-1,3,-3,1,8,-2,2,1,1
3411,19,30,1,1,9,0,9,9,9,0,1,0,-1,2,-3,3,1,1
3420,27,42,0,1,13,0,13,13,13,-1,1,-1,1,4,2,-2,1,1
3421,4,8,1,0,2,0,1,1,1,0,0,0,0,0,0,0,1,1
3421,226,348,1,0,113,0,112,112,112,0,0,0,0,0,0,0,1,1
3424,220,339,0,0,110,1,110,110,110,1,-2,2,-1,6,0,0,1,1
3429,13,20,1,1,6,0,6,6,6,1,0,-1,0,2,-3,3,1,1
3429,32,48,1,0,16,0,15,15,15,0,2,-3,1,6,-3,3,1,1
3432,199,305,0,1,99,0,99,99,99,1,-3,3,-1,8,2,-2,1,1
3436,15,21,0,1,7,0,7,7,7,-1,1,-1,1,4,2,-2,1,1
3442,48,70,0,0,24,1,24,24,24,0,0,0,0,0,0,0,1,1
3445,214,329,1,0,107,0,106,106,106,1,-2,2,-1,6,0,0,1,1
3449,24,37,1,0,12,0,11,11,11,0,1,-1,0,2,-2,2,1,1
3467,1471,2188,1,1,735,0,735,735,735,6,-12,13,-7,38,-1,1,1,1
3474,1460,2173,0,0,730,1,730,730,730,6,-12,12,-6,36,0,0,1,1
3486,1461,2175,0,1,730,0,730,730,730,6,-13,13,-6,38,2,-2,1,1
3489,1458,2170,1,0,729,0,728,728,728,5,-12,12,-5,34,4,-4,1,1
3496,151,231,0,1,75,0,75,75,75,-1,1,-1,1,4,2,-2,1,1
3501,25,35,1,1,12,0,12,12,12,1,-1,1,-1,4,-2,2,1,1
3503,27,37,1,1,13,0,13,13,13,0,-1,2,-1,4,1,-1,1,1
3513,21,29,1,1,10,0,10,10,10,1,-1,0,0,2,-1,1,1,1
3514,21,29,0,1,10,0,10,10,10,0,-1,1,0,2,2,-2,1,1
3524,1440,2142,0,0,720,1,720,720,720,4,-8,8,-4,24,0,0,1,1
3527,173,266,1,1,86,0,86,86,86,2,-3,3,-2,10,-2,2,1,1
3528,167,257,0,1,83,0,83,83,83,1,-3,3,-1,8,2,-2,1,1
3528,171,263,0,1,85,0,85,85,85,1,-3,4,-2,10,1,-1,1,1
3529,171,263,1,1,85,0,85,85,85,2,-3,3,-2,10,-2,2,1,1
3536,165,255,0,1,82,0,82,82,82,2,-3,2,-1,8,-1,1,1,1
3544,55,87,0,1,27,0,27,27,27,0,-1,1,0,2,2,-2,1,1
3558,1393,2073,0,1,696,0,696,696,696,6,-13,13,-6,38,2,-2,1,1
3568,84,133,0,0,42,1,42,42,42,-1,2,-2,1,6,0,0,1,1
3575,111,174,1,1,55,0,55,55,55,0,-1,2,-1,4,1,-1,1,1
3580,21,35,0,1,10,0,10,10,10,-1,1,-1,1,4,2,-2,1,1
3589,1369,2037,1,1,684,0,684,684,684,6,-10,9,-5,30,-3,3,1,1
3601,45,72,1,1,22,0,22,22,22,0,2,-3,1,6,-3,3,1,1
3601,59,95,1,1,29,0,29,29,29,0,2,-3,1,6,-3,3,1,1
3604,1344,1996,0,0,672,1,672,672,672,6,-12,12,-6,36,0,0,1,1
3605,6,11,1,0,3,0,2,2,2,0,0,0,0,0,0,0,1,1
3605,1344,1996,1,0,672,0,671,671,671,6,-12,12,-6,36,0,0,1,1
3606,1344,1996,0,0,672,1,672,672,672,6,-12,12,-6,36,0,0,1,1
3607,1352,2011,1,0,676,0,675,675,675,5,-9,8,-4,26,-1,1,1,1
3609,4,8,1,0,2,0,1,1,1,-1,1,0,0,2,1,-1,1,1
3609,95,149,1,1,47,0,47,47,47,0,0,1,-1,2,-1,1,1,1
3609,1348,2004,1,0,674,0,673,673,673,5,-9,9,-5,28,-2,2,1,1
3610,1349,2006,0,1,674,0,674,674,674,4,-9,9,-4,26,2,-2,1,1
3611,6,11,1,0,3,0,2,2,2,1,-1,0,0,2,-1,1,1,1
3611,1350,2007,1,0,675,0,674,674,674,5,-9,8,-4,26,-1,1,1,1
3612,1347,2002,0,1,673,0,673,673,673,4,-9,9,-4,26,2,-2,1,1
3613,4,8,1,0,2,0,1,1,1,1,-1,0,0,2,-1,1,1,1
3613,1344,1996,1,0,672,0,671,671,671,6,-10,9,-5,30,-3,3,1,1
3613,1348,2004,1,0,674,0,673,673,673,5,-9,8,-4,26,-1,1,1,1
3615,1342,1993,1,0,671,0,670,670,670,5,-9,9,-5,28,-2,2,1,1
3616,1344,1996,0,0,672,1,672,672,672,4,-8,8,-4,24,0,0,1,1
3617,1344,1996,1,0,672,0,671,671,671,4,-8,8,-4,24,0,0,1,1
3618,1344,1996,0,0,672,1,672,672,672,4,-8,8,-4,24,0,0,1,1
3619,1344,1996,1,0,672,0,671,671,671,4,-8,8,-4,24,0,0,1,1
3620,1344,1996,0,0,672,1,672,672,672,4,-8,8,-4,24,0,0,1,1
3621,13,20,1,1,6,0,6,6,6,1,0,-1,0,2,-3,3,1,1
3621,1344,1996,1,0,672,0,671,671,671,4,-8,8,-4,24,0,0,1,1
3621,1357,2016,1,1,678,0,678,678,678,5,-8,7,-4,24,-3,3,1,1
3621,1376,2044,1,0,688,0,687,687,687,4,-6,5,-3,18,-3,3,1,1
3622,1344,1996,0,0,672,1,672,672,672,4,-8,8,-4,24,0,0,1,1
3623,1338,1985,1,0,669,0,668,668,668,4,-8,8,-4,24,0,0,1,1
3623,1344,1996,1,0,672,0,671,671,671,4,-8,8,-4,24,0,0,1,1
3624,1344,1996,0,0,672,1,672,672,672,4,-8,8,-4,24,0,0,1,1
3625,1340,1988,1,0,670,0,669,669,669,3,-7,8,-4,22,1,-1,1,1
3625,1344,1996,1,0,672,0,671,671,671,4,-8,8,-4,24,0,0,1,1
3626,92,142,0,0,46,1,46,46,46,0,-1,3,-2,6,0,0,1,1
3626,1344,1996,0,0,672,1,672,672,672,4,-8,8,-4,24,0,0,1,1
3627,92,142,1,0,46,0,45,45,45,1,-2,3,-2,8,-1,1,1,1
3627,1344,1996,1,0,672,0,671,671,671,4,-8,8,-4,24,0,0,1,1
3628,15,21,0,1,7,0,7,7,7,-1,1,-1,1,4,2,-2,1,1
3628,1344,1996,0,0,672,1,672,672,672,4,-8,8,-4,24,0,0,1,1
3628,1359,2017,0,1,679,0,679,679,679,3,-7,7,-3,20,2,-2,1,1
3629,741,1098,1,1,370,0,370,370,370,2,-3,3,-2,10,-2,2,1,1
3629,1344,1996,1,0,672,0,671,671,671,4,-8,8,-4,24,0,0,1,1
3630,1344,1996,0,0,672,1,672,672,672,4,-8,8,-4,24,0,0,1,1
3631,82,126,1,0,41,0,40,40,40,1,-2,2,-1,6,0,0,1,1
3631,1344,1996,1,0,672,0,671,671,671,4,-8,8,-4,24,0,0,1,1
3632,1344,1996,0,0,672,1,672,672,672,4,-8,8,-4,24,0,0,1,1
3633,1344,1996,1,0,672,0,671,671,671,4,-8,8,-4,24,0,0,1,1
3634,1344,1996,0,0,672,1,672,672,672,4,-8,8,-4,24,0,0,1,1
3634,1392,2066,0,0,696,1,696,696,696,4,-8,8,-4,24,0,0,1,1
3635,1344,1996,1,0,672,0,671,671,671,4,-8,8,-4,24,0,0,1,1
3636,1344,1996,0,0,672,1,672,672,672,4,-8,8,-4,24,0,0,1,1
3637,1344,1996,1,0,672,0,671,671,671,4,-8,8,-4,24,0,0,1,1
3638,1344,1996,0,0,672,1,672,672,672,4,-8,8,-4,24,0,0,1,1
3639,1344,1996,1,0,672,0,671,671,671,4,-8,8,-4,24,0,0,1,1
3640,1344,1996,0,0,672,1,672,672,672,4,-8,8,-4,24,0,0,1,1
3641,734,1088,1,0,367,0,366,366,366,1,-4,4,-1,10,4,-4,1,1
3641,1344,1996,1,0,672,0,671,671,671,4,-8,8,-4,24,0,0,1,1
3641,1368,2033,1,0,684,0,683,683,683,4,-7,7,-4,22,-2,2,1,1
3642,1344,1996,0,0,672,1,672,672,672,4,-8,8,-4,24,0,0,1,1
3643,1344,1996,1,0,672,0,671,671,671,4,-8,8,-4,24,0,0,1,1
3644,1344,1996,0,0,672,1,672,672,672,4,-8,8,-4,24,0,0,1,1
3645,1344,1996,1,0,672,0,671,671,671,4,-8,8,-4,24,0,0,1,1
3646,1344,1996,0,0,672,1,672,672,672,4,-8,8,-4,24,0,0,1,1
3647,1344,1996,1,0,672,0,671,671,671,4,-8,8,-4,24,0,0,1,1
3648,1344,1996,0,0,672,1,672,672,672,4,-8,8,-4,24,0,0,1,1
3649,1344,1996,1,0,672,0,671,671,671,4,-8,8,-4,24,0,0,1,1
3650,1344,1996,0,0,672,1,672,672,672,4,-8,8,-4,24,0,0,1,1
3651,1344,1996,1,0,672,0,671,671,671,4,-8,8,-4,24,0,0,1,1
3652,1344,1996,0,0,672,1,672,672,672,4,-8,8,-4,24,0,0,1,1
3653,729,1081,1,1,364,0,364,364,364,2,-3,3,-2,10,-2,2,1,1
3653,1344,1996,1,0,672,0,671,671,671,4,-8,8,-4,24,0,0,1,1
3654,1344,1996,0,0,672,1,672,672,672,4,-8,8,-4,24,0,0,1,1
3655,1344,1996,1,0,672,0,671,671,671,4,-8,8,-4,24,0,0,1,1
3656,1344,1996,0,0,672,1,672,672,672,4,-8,8,-4,24,0,0,1,1
3657,1344,1996,1,0,672,0,671,671,671,4,-8,8,-4,24,0,0,1,1
3658,1276,1893,0,0,638,1,638,638,638,6,-12,12,-6,36,0,0,1,1
3658,1344,1996,0,0,672,1,672,672,672,4,-8,8,-4,24,0,0,1,1
3659,730,1081,1,0,365,0,364,364,364,2,-3,3,-2,10,-2,2,1,1
3659,1344,1996,1,0,672,0,671,671,671,4,-8,8,-4,24,0,0,1,1
3660,723,1072,0,1,361,0,361,361,361,1,-3,3,-1,8,2,-2,1,1
3660,1325,1966,0,1,662,0,662,662,662,4,-8,7,-3,22,1,-1,1,1
3660,1331,1976,0,1,665,0,665,665,665,3,-7,7,-3,20,2,-2,1,1
3660,1344,1996,0,0,672,1,672,672,672,4,-8,8,-4,24,0,0,1,1
3661,1275,1891,1,1,637,0,637,637,637,6,-11,11,-6,34,-2,2,1,1
3661,1344,1996,1,0,672,0,671,671,671,4,-8,8,-4,24,0,0,1,1
3662,1272,1887,0,0,636,1,636,636,636,7,-13,11,-5,36,0,0,1,1
3662,1344,1996,0,0,672,1,672,672,672,4,-8,8,-4,24,0,0,1,1
3663,134,205,1,0,67,0,66,66,66,1,-1,1,-1,4,-2,2,1,1
3663,1272,1887,1,0,636,0,635,635,635,6,-12,11,-5,34,1,-1,1,1
3663,1273,1888,1,1,636,0,636,636,636,5,-11,11,-5,32,2,-2,1,1
3663,1344,1996,1,0,672,0,671,671,671,4,-8,8,-4,24,0,0,1,1
3664,1280,1896,0,0,640,1,640,640,640,6,-12,12,-6,36,0,0,1,1
3664,1344,1996,0,0,672,1,672,672,672,4,-8,8,-4,24,0,0,1,1
3665,1280,1896,1,0,640,0,639,639,639,6,-12,12,-6,36,0,0,1,1
3665,1344,1996,1,0,672,0,671,671,671,4,-8,8,-4,24,0,0,1,1
3666,1272,1887,0,0,636,1,636,636,636,5,-11,13,-7,36,0,0,1,1
3666,1280,1896,0,0,640,1,640,640,640,6,-12,12,-6,36,0,0,1,1
3666,1344,1996,0,0,672,1,672,672,672,4,-8,8,-4,24,0,0,1,1
3667,1280,1896,1,0,640,0,639,639,639,6,-12,12,-6,36,0,0,1,1
3667,1344,1996,1,0,672,0,671,671,671,4,-8,8,-4,24,0,0,1,1
3668,24,40,0,0,12,1,12,12,12,0,0,0,0,0,0,0,1,1
3668,704,1044,0,0,352,1,352,352,352,2,-4,4,-2,12,0,0,1,1
3668,716,1063,0,0,358,1,358,358,358,1,-2,2,-1,6,0,0,1,1
3668,1280,1896,0,0,640,1,640,640,640,6,-12,12,-6,36,0,0,1,1
3668,1292,1915,0,0,646,1,646,646,646,5,-10,10,-5,30,0,0,1,1
3668,1344,1996,0,0,672,1,672,672,672,4,-8,8,-4,24,0,0,1,1
3669,704,1044,1,0,352,0,351,351,351,2,-4,4,-2,12,0,0,1,1
3669,723,1073,1,1,361,0,361,361,361,2,-3,3,-2,10,-2,2,1,1
3669,1280,1896,1,0,640,0,639,639,639,6,-12,12,-6,36,0,0,1,1
3669,1344,1996,1,0,672,0,671,671,671,4,-8,8,-4,24,0,0,1,1
3670,25,43,0,1,12,0,12,12,12,-1,1,-1,1,4,2,-2,1,1
3670,704,1044,0,0,352,1,352,352,352,2,-4,4,-2,12,0,0,1,1
3670,1280,1896,0,0,640,1,640,640,640,6,-12,12,-6,36,0,0,1,1
3670,1344,1996,0,0,672,1,672,672,672,4,-8,8,-4,24,0,0,1,1
3671,1280,1896,1,0,640,0,639,639,639,6,-12,12,-6,36,0,0,1,1
3671,1344,1996,1,0,672,0,671,671,671,4,-8,8,-4,24,0,0,1,1
3672,1280,1896,0,0,640,1,640,640,640,6,-12,12,-6,36,0,0,1,1
3672,1344,1996,0,0,672,1,672,672,672,4,-8,8,-4,24,0,0,1,1
3673,1317,1956,1,1,658,0,658,658,658,4,-6,5,-3,18,-3,3,1,1
3673,1329,1975,1,1,664,0,664,664,664,5,-8,7,-4,24,-3,3,1,1
3673,1344,1996,1,0,672,0,671,671,671,4,-8,8,-4,24,0,0,1,1
3674,1272,1887,0,0,636,1,636,636,636,7,-13,11,-5,36,0,0,1,1
3674,1344,1996,0,0,672,1,672,672,672,4,-8,8,-4,24,0,0,1,1
3675,701,1039,1,1,350,0,350,350,350,1,-3,3,-1,8,2,-2,1,1
3675,706,1048,1,0,353,0,352,352,352,2,-3,3,-2,10,-2,2,1,1
3675,1282,1900,1,0,641,0,640,640,640,6,-11,11,-6,34,-2,2,1,1
3675,1344,1996,1,0,672,0,671,671,671,4,-8,8,-4,24,0,0,1,1
3676,19,32,0,1,9,0,9,9,9,-1,1,-1,1,4,2,-2,1,1
3676,1344,1996,0,0,672,1,672,672,672,4,-8,8,-4,24,0,0,1,1
3677,1344,1996,1,0,672,0,671,671,671,4,-8,8,-4,24,0,0,1,1
3678,1344,1996,0,0,672,1,672,672,672,4,-8,8,-4,24,0,0,1,1
3679,1344,1996,1,0,672,0,671,671,671,4,-8,8,-4,24,0,0,1,1
3680,1264,1878,0,0,632,1,632,632,632,6,-12,12,-6,36,0,0,1,1
3680,1344,1996,0,0,672,1,672,672,672,4,-8,8,-4,24,0,0,1,1
3681,1063,1581,1,1,531,0,531,531,531,0,0,1,-1,2,-1,1,1,1
3681,1344,1996,1,0,672,0,671,671,671,4,-8,8,-4,24,0,0,1,1
3682,1344,1996,0,0,672,1,672,672,672,4,-8,8,-4,24,0,0,1,1
3683,1255,1862,1,1,627,0,627,627,627,6,-12,13,-7,38,-1,1,1,1
3683,1260,1870,1,0,630,0,629,629,629,6,-12,12,-6,36,0,0,1,1
3683,1344,1996,1,0,672,0,671,671,671,4,-8,8,-4,24,0,0,1,1
3684,16,28,0,0,8,1,8,8,8,0,0,0,0,0,0,0,1,1
3684,1344,1996,0,0,672,1,672,672,672,4,-8,8,-4,24,0,0,1,1
3685,697,1033,1,1,348,0,348,348,348,2,-2,1,-1,6,-3,3,1,1
3685,1312,1948,1,0,656,0,655,655,655,4,-6,5,-3,18,-3,3,1,1
3685,1344,1996,1,0,672,0,671,671,671,4,-8,8,-4,24,0,0,1,1
3686,1344,1996,0,0,672,1,672,672,672,4,-8,8,-4,24,0,0,1,1
3687,1344,1996,1,0,672,0,671,671,671,4,-8,8,-4,24,0,0,1,1
3688,708,1051,0,0,354,1,354,354,354,1,-2,2,-1,6,0,0,1,1
3688,1344,1996,0,0,672,1,672,672,672,4,-8,8,-4,24,0,0,1,1
3689,110,170,1,0,55,0,54,54,54,-1,0,0,1,2,4,-4,1,1
3689,695,1029,1,1,347,0,347,347,347,0,0,1,-1,2,-1,1,1,1
3689,696,1031,1,0,348,0,347,347,347,0,-1,2,-1,4,1,-1,1,1
3689,1344,1996,1,0,672,0,671,671,671,4,-8,8,-4,24,0,0,1,1
3690,693,1026,0,1,346,0,346,346,346,0,-1,1,0,2,2,-2,1,1
3690,1344,1996,0,0,672,1,672,672,672,4,-8,8,-4,24,0,0,1,1
3691,26,43,1,0,13,0,12,12,12,0,0,0,0,0,0,0,1,1
3691,1344,1996,1,0,672,0,671,671,671,4,-8,8,-4,24,0,0,1,1
3692,24,40,0,0,12,1,12,12,12,0,0,0,0,0,0,0,1,1
3692,1344,1996,0,0,672,1,672,672,672,4,-8,8,-4,24,0,0,1,1
3693,694,1028,1,0,347,0,346,346,346,1,-2,3,-2,8,-1,1,1,1
3693,1317,1954,1,1,658,0,658,658,658,4,-7,7,-4,22,-2,2,1,1
3693,1344,1996,1,0,672,0,671,671,671,4,-8,8,-4,24,0,0,1,1
3693,1369,2031,1,1,684,0,684,684,684,5,-9,9,-5,28,-2,2,1,1
3694,1344,1996,0,0,672,1,672,672,672,4,-8,8,-4,24,0,0,1,1
3695,1344,1996,1,0,672,0,671,671,671,4,-8,8,-4,24,0,0,1,1
3695,1371,2033,1,1,685,0,685,685,685,4,-9,10,-5,28,1,-1,1,1
3696,1344,1996,0,0,672,1,672,672,672,4,-8,8,-4,24,0,0,1,1
3697,1344,1996,1,0,672,0,671,671,671,4,-8,8,-4,24,0,0,1,1
3698,696,1031,0,0,348,1,348,348,348,3,-5,3,-1,12,0,0,1,1
3698,1344,1996,0,0,672,1,672,672,672,4,-8,8,-4,24,0,0,1,1
3699,696,1031,1,0,348,0,347,347,347,2,-4,3,-1,10,1,-1,1,1
3699,697,1032,1,1,348,0,348,348,348,1,-3,3,-1,8,2,-2,1,1
3699,1344,1996,1,0,672,0,671,671,671,4,-8,8,-4,24,0,0,1,1
3700,16,28,0,0,8,1,8,8,8,0,0,0,0,0,0,0,1,1
3700,1344,1996,0,0,672,1,672,672,672,4,-8,8,-4,24,0,0,1,1
3701,6,11,1,0,3,0,2,2,2,0,0,0,0,0,0,0,1,1
3701,105,163,1,1,52,0,52,52,52,0,1,-1,0,2,-2,2,1,1
3701,688,1018,1,0,344,0,343,343,343,1,-2,2,-1,6,0,0,1,1
3701,1344,1996,1,0,672,0,671,671,671,4,-8,8,-4,24,0,0,1,1
3702,696,1031,0,0,348,1,348,348,348,1,-3,5,-3,12,0,0,1,1
3702,1344,1996,0,0,672,1,672,672,672,4,-8,8,-4,24,0,0,1,1
3703,1344,1996,1,0,672,0,671,671,671,4,-8,8,-4,24,0,0,1,1
3704,1344,1996,0,0,672,1,672,672,672,4,-8,8,-4,24,0,0,1,1
3705,4,8,1,0,2,0,1,1,1,-1,1,0,0,2,1,-1,1,1
3705,686,1015,1,0,343,0,342,342,342,0,-2,2,0,4,4,-4,1,1
3705,1344,1996,1,0,672,0,671,671,671,4,-8,8,-4,24,0,0,1,1
3705,1365,2025,1,1,682,0,682,682,682,5,-9,8,-4,26,-1,1,1,1
3706,1344,1996,0,0,672,1,672,672,672,4,-8,8,-4,24,0,0,1,1
3706,1365,2025,0,1,682,0,682,682,682,4,-9,9,-4,26,2,-2,1,1
3707,6,11,1,0,3,0,2,2,2,1,-1,0,0,2,-1,1,1,1
3707,1344,1996,1,0,672,0,671,671,671,4,-8,8,-4,24,0,0,1,1
3708,1344,1996,0,0,672,1,672,672,672,4,-8,8,-4,24,0,0,1,1
3709,4,8,1,0,2,0,1,1,1,1,-1,0,0,2,-1,1,1,1
3709,688,1018,1,0,344,0,343,343,343,1,-3,3,-1,8,2,-2,1,1
3709,1344,1996,1,0,672,0,671,671,671,4,-8,8,-4,24,0,0,1,1
3710,1344,1996,0,0,672,1,672,672,672,4,-8,8,-4,24,0,0,1,1
3711,1344,1996,1,0,672,0,671,671,671,4,-8,8,-4,24,0,0,1,1
3712,684,1011,0,0,342,1,342,342,342,1,-2,2,-1,6,0,0,1,1
3712,688,1018,0,0,344,1,344,344,344,2,-4,4,-2,12,0,0,1,1
3712,1344,1996,0,0,672,1,672,672,672,4,-8,8,-4,24,0,0,1,1
3721,462,682,1,0,231,0,230,230,230,2,-5,5,-2,14,2,-2,1,1
3732,52,79,0,0,26,1,26,26,26,0,0,0,0,0,0,0,1,1
3732,128,192,0,0,64,1,64,64,64,-2,4,-4,2,12,0,0,1,1
3732,448,660,0,0,224,1,224,224,224,3,-6,6,-3,18,0,0,1,1
3733,6,11,1,0,3,0,2,2,2,0,0,0,0,0,0,0,1,1
3733,128,192,1,0,64,0,63,63,63,-2,4,-4,2,12,0,0,1,1
3733,132,199,1,0,66,0,65,65,65,-3,5,-4,2,14,1,-1,1,1
3733,448,660,1,0,224,0,223,223,223,3,-6,6,-3,18,0,0,1,1
3733,451,665,1,1,225,0,225,225,225,3,-5,5,-3,16,-2,2,1,1
3734,128,192,0,0,64,1,64,64,64,-2,4,-4,2,12,0,0,1,1
3734,448,660,0,0,224,1,224,224,224,3,-6,6,-3,18,0,0,1,1
3735,132,199,1,0,66,0,65,65,65,-2,5,-5,2,14,-2,2,1,1
3736,444,657,0,0,222,1,222,222,222,3,-6,6,-3,18,0,0,1,1
3737,4,8,1,0,2,0,1,1,1,-1,1,0,0,2,1,-1,1,1
3737,130,196,1,0,65,0,64,64,64,-3,5,-4,2,14,1,-1,1,1
3738,129,194,0,1,64,0,64,64,64,-3,5,-4,2,14,1,-1,1,1
3739,6,11,1,0,3,0,2,2,2,1,-1,0,0,2,-1,1,1,1
3741,4,8,1,0,2,0,1,1,1,1,-1,0,0,2,-1,1,1,1
3746,41,60,0,1,20,0,20,20,20,-1,1,0,0,2,1,-1,1,1
3753,8,11,1,0,4,0,3,3,3,0,1,-1,0,2,-2,2,1,1
3753,14,18,1,0,7,0,6,6,6,-1,0,0,1,2,4,-4,1,1
3760,60,87,0,0,30,1,30,30,30,-1,2,-2,1,6,0,0,1,1
3761,57,83,1,1,28,0,28,28,28,0,1,-1,0,2,-2,2,1,1
3767,207,302,1,1,103,0,103,103,103,-2,3,-2,1,8,1,-1,1,1
3768,71,105,0,1,35,0,35,35,35,-3,5,-5,3,16,2,-2,1,1
3768,75,111,0,1,37,0,37,37,37,-3,5,-4,2,14,1,-1,1,1
3769,446,656,1,0,223,0,222,222,222,0,-2,2,0,4,4,-4,1,1
3773,114,170,1,0,57,0,56,56,56,-2,4,-4,2,12,0,0,1,1
3774,9,11,0,1,4,0,4,4,4,-1,1,-1,1,4,2,-2,1,1
3774,124,185,0,0,62,1,62,62,62,-1,2,-2,1,6,0,0,1,1
3775,442,650,1,0,221,0,220,220,220,2,-3,2,-1,8,-1,1,1,1
3776,439,645,0,1,219,0,219,219,219,1,-3,3,-1,8,2,-2,1,1
3778,48,70,0,0,24,1,24,24,24,-1,2,-2,1,6,0,0,1,1
3781,32,48,1,0,16,0,15,15,15,-1,0,1,0,2,3,-3,1,1
3784,27,40,0,1,13,0,13,13,13,0,-1,1,0,2,2,-2,1,1
3788,45,66,0,1,22,0,22,22,22,-1,2,-3,2,8,1,-1,1,1
3791,42,63,1,0,21,0,20,20,20,-1,3,-3,1,8,-2,2,1,1
3792,400,590,0,0,200,1,200,200,200,2,-4,4,-2,12,0,0,1,1
3795,19,30,1,1,9,0,9,9,9,0,1,0,-1,2,-3,3,1,1
3804,27,42,0,1,13,0,13,13,13,-1,1,-1,1,4,2,-2,1,1
3805,4,8,1,0,2,0,1,1,1,0,0,0,0,0,0,0,1,1
3812,96,146,0,0,48,1,48,48,48,0,0,0,0,0,0,0,1,1
3813,13,20,1,1,6,0,6,6,6,1,0,-1,0,2,-3,3,1,1
3813,32,48,1,0,16,0,15,15,15,0,2,-3,1,6,-3,3,1,1
3818,173,255,0,1,86,0,86,86,86,-1,1,-1,1,4,2,-2,1,1
3820,15,21,0,1,7,0,7,7,7,-1,1,-1,1,4,2,-2,1,1
3820,427,628,0,1,213,0,213,213,213,1,-3,3,-1,8,2,-2,1,1
3824,432,634,0,0,216,1,216,216,216,2,-4,4,-2,12,0,0,1,1
3826,48,70,0,0,24,1,24,24,24,0,0,0,0,0,0,0,1,1
3833,24,37,1,0,12,0,11,11,11,0,1,-1,0,2,-2,2,1,1
3837,377,555,1,1,188,0,188,188,188,3,-5,5,-3,16,-2,2,1,1
3837,409,603,1,1,204,0,204,204,204,3,-5,5,-3,16,-2,2,1,1
3839,411,605,1,1,205,0,205,205,205,2,-5,6,-3,16,1,-1,1,1
3849,405,597,1,1,202,0,202,202,202,3,-5,4,-2,14,-1,1,1,1
3850,405,597,0,1,202,0,202,202,202,2,-5,5,-2,14,2,-2,1,1
3854,403,594,0,1,201,0,201,201,201,3,-6,5,-2,16,1,-1,1,1
3881,428,626,1,0,214,0,213,213,213,3,-5,5,-3,16,-2,2,1,1
3884,427,624,0,1,213,0,213,213,213,2,-5,5,-2,14,2,-2,1,1
3885,25,35,1,1,12,0,12,12,12,1,-1,1,-1,4,-2,2,1,1
3887,27,37,1,1,13,0,13,13,13,0,-1,2,-1,4,1,-1,1,1
3888,421,615,0,1,210,0,210,210,210,4,-7,6,-3,20,-1,1,1,1
