i,d,sum,r,s,k,aligned,nX,nY,nZ,v0,v1,v2,v3,l1,db,Tdot,eq,recon
4840,84,121,0,0,42,1,42,42,42,1,-2,2,-1,6,0,0,1,1
4840,145,205,0,1,72,0,72,72,72,-1,2,-3,2,8,1,-1,1,1
4845,25,35,1,1,12,0,12,12,12,1,-1,1,-1,4,-2,2,1,1
4847,27,37,1,1,13,0,13,13,13,0,-1,2,-1,4,1,-1,1,1
4848,140,197,0,0,70,1,70,70,70,-1,2,-2,1,6,0,0,1,1
4848,143,201,0,1,71,0,71,71,71,-2,3,-3,2,10,2,-2,1,1
4848,144,202,0,0,72,1,72,72,72,-2,4,-4,2,12,0,0,1,1
4853,140,197,1,0,70,0,69,69,69,-3,4,-3,2,12,3,-3,1,1
4854,225,319,0,1,112,0,112,112,112,0,-1,1,0,2,2,-2,1,1
4855,140,197,1,0,70,0,69,69,69,-2,4,-3,1,10,-1,1,1,1
4857,21,29,1,1,10,0,10,10,10,1,-1,0,0,2,-1,1,1,1
4857,138,194,1,0,69,0,68,68,68,-3,4,-3,2,12,3,-3,1,1
4858,21,29,0,1,10,0,10,10,10,0,-1,1,0,2,2,-2,1,1
4868,128,180,0,0,64,1,64,64,64,-2,4,-4,2,12,0,0,1,1
4869,128,180,1,0,64,0,63,63,63,-2,4,-4,2,12,0,0,1,1
4870,128,180,0,0,64,1,64,64,64,-2,4,-4,2,12,0,0,1,1
4871,30,40,1,0,15,0,14,14,14,0,1,-1,0,2,-2,2,1,1
4871,222,316,1,0,111,0,110,110,110,0,1,-1,0,2,-2,2,1,1
4876,128,180,0,0,64,1,64,64,64,-2,4,-4,2,12,0,0,1,1
4877,125,176,1,1,62,0,62,62,62,-1,3,-3,1,8,-2,2,1,1
4880,240,342,0,0,120,1,120,120,120,0,0,0,0,0,0,0,1,1
4887,918,1360,1,0,459,0,458,458,458,3,-4,3,-2,12,-3,3,1,1
4890,917,1358,0,1,458,0,458,458,458,1,-3,3,-1,8,2,-2,1,1
4896,117,165,0,1,58,0,58,58,58,0,1,-2,1,4,-1,1,1,1
4896,128,180,0,0,64,1,64,64,64,0,0,0,0,0,0,0,1,1
4897,125,176,1,1,62,0,62,62,62,0,2,-3,1,6,-3,3,1,1
4906,12,15,0,0,6,1,6,6,6,0,0,0,0,0,0,0,1,1
4909,11,13,1,1,5,0,5,5,5,0,1,-1,0,2,-2,2,1,1
4909,108,151,1,0,54,0,53,53,53,-2,3,-3,2,10,2,-2,1,1
4911,9,10,1,1,4,0,4,4,4,-1,1,-1,1,4,2,-2,1,1
4913,15,18,1,1,7,0,7,7,7,0,0,1,-1,2,-1,1,1,1
4914,8,9,0,0,4,1,4,4,4,-1,1,1,-1,4,0,0,1,1
4918,12,15,0,0,6,1,6,6,6,0,0,0,0,0,0,0,1,1
4920,11,13,0,1,5,0,5,5,5,0,-1,1,0,2,2,-2,1,1
4922,8,9,0,0,4,1,4,4,4,1,-1,-1,1,4,0,0,1,1
4924,51,72,0,1,25,0,25,25,25,-1,1,-1,1,4,2,-2,1,1
4930,48,70,0,0,24,1,24,24,24,-1,2,-2,1,6,0,0,1,1
4933,32,48,1,0,16,0,15,15,15,-1,0,1,0,2,3,-3,1,1
4933,880,1306,1,0,440,0,439,439,439,1,-1,1,-1,4,-2,2,1,1
4936,27,40,0,1,13,0,13,13,13,0,-1,1,0,2,2,-2,1,1
4937,879,1304,1,1,439,0,439,439,439,1,0,-1,0,2,-3,3,1,1
4939,877,1301,1,1,438,0,438,438,438,0,0,0,0,0,0,0,1,1
4939,882,1310,1,0,441,0,440,440,440,0,1,-1,0,2,-2,2,1,1
4940,45,66,0,1,22,0,22,22,22,-1,2,-3,2,8,1,-1,1,1
4940,196,279,0,0,98,1,98,98,98,0,0,0,0,0,0,0,1,1
4941,215,308,1,1,107,0,107,107,107,0,1,-1,0,2,-2,2,1,1
4943,42,63,1,0,21,0,20,20,20,-1,3,-3,1,8,-2,2,1,1
4947,19,30,1,1,9,0,9,9,9,0,1,0,-1,2,-3,3,1,1
4948,192,276,0,0,96,1,96,96,96,0,0,0,0,0,0,0,1,1
4948,204,295,0,0,102,1,102,102,102,-1,2,-2,1,6,0,0,1,1
4949,192,276,1,0,96,0,95,95,95,0,0,0,0,0,0,0,1,1
4949,211,305,1,1,105,0,105,105,105,0,1,-1,0,2,-2,2,1,1
4950,192,276,0,0,96,1,96,96,96,0,0,0,0,0,0,0,1,1
4951,878,1306,1,0,439,0,438,438,438,0,1,-1,0,2,-2,2,1,1
4953,202,292,1,0,101,0,100,100,100,-1,1,0,0,2,1,-1,1,1
4954,201,290,0,1,100,0,100,100,100,-1,1,0,0,2,1,-1,1,1
4956,27,42,0,1,13,0,13,13,13,-1,1,-1,1,4,2,-2,1,1
4956,875,1300,0,1,437,0,437,437,437,-1,1,-1,1,4,2,-2,1,1
4957,4,8,1,0,2,0,1,1,1,0,0,0,0,0,0,0,1,1
4957,192,276,1,0,96,0,95,95,95,0,0,0,0,0,0,0,1,1
4960,192,276,0,0,96,1,96,96,96,0,0,0,0,0,0,0,1,1
4965,13,20,1,1,6,0,6,6,6,1,0,-1,0,2,-3,3,1,1
4965,32,48,1,0,16,0,15,15,15,0,2,-3,1,6,-3,3,1,1
4965,906,1346,1,0,453,0,452,452,452,-1,3,-4,2,10,-1,1,1,1
4967,904,1343,1,0,452,0,451,451,451,-2,3,-3,2,10,2,-2,1,1
4968,903,1341,0,1,451,0,451,451,451,-2,3,-3,2,10,2,-2,1,1
4972,15,21,0,1,7,0,7,7,7,-1,1,-1,1,4,2,-2,1,1
4973,894,1327,1,0,447,0,446,446,446,-1,2,-2,1,6,0,0,1,1
4974,857,1269,0,1,428,0,428,428,428,-1,1,-1,1,4,2,-2,1,1
4977,148,209,1,0,74,0,73,73,73,2,-3,3,-2,10,-2,2,1,1
4977,889,1319,1,1,444,0,444,444,444,0,1,-1,0,2,-2,2,1,1
4979,177,250,1,1,88,0,88,88,88,0,0,0,0,0,0,0,1,1
4981,176,250,1,0,88,0,87,87,87,0,0,0,0,0,0,0,1,1
4982,184,263,0,0,92,1,92,92,92,0,-1,3,-2,6,0,0,1,1
4984,180,257,0,0,90,1,90,90,90,1,-2,2,-1,6,0,0,1,1
4985,24,37,1,0,12,0,11,11,11,0,1,-1,0,2,-2,2,1,1
4989,176,250,1,0,88,0,87,87,87,0,-2,3,-1,6,3,-3,1,1
4990,172,243,0,0,86,1,86,86,86,1,-2,2,-1,6,0,0,1,1
4990,177,252,0,1,88,0,88,88,88,1,-3,4,-2,10,1,-1,1,1
4990,849,1258,0,1,424,0,424,424,424,0,-1,1,0,2,2,-2,1,1
4991,139,195,1,1,69,0,69,69,69,1,-3,4,-2,10,1,-1,1,1
4991,172,243,1,0,86,0,85,85,85,1,-2,2,-1,6,0,0,1,1
4991,843,1247,1,1,421,0,421,421,421,0,-1,2,-1,4,1,-1,1,1
4992,172,243,0,0,86,1,86,86,86,1,-2,2,-1,6,0,0,1,1
4992,176,250,0,0,88,1,88,88,88,2,-4,4,-2,12,0,0,1,1
4996,128,180,0,0,64,1,64,64,64,2,-4,4,-2,12,0,0,1,1
4996,131,184,0,1,65,0,65,65,65,1,-3,3,-1,8,2,-2,1,1
4996,836,1237,0,0,418,1,418,418,418,0,0,0,0,0,0,0,1,1
4997,128,180,1,0,64,0,63,63,63,2,-4,4,-2,12,0,0,1,1
4998,128,180,0,0,64,1,64,64,64,2,-4,4,-2,12,0,0,1,1
5000,171,243,0,1,85,0,85,85,85,1,-3,3,-1,8,2,-2,1,1
5004,128,180,0,0,64,1,64,64,64,2,-4,4,-2,12,0,0,1,1
5005,73,101,1,1,36,0,36,36,36,2,-2,1,-1,6,-3,3,1,1
5013,848,1258,1,0,424,0,423,423,423,-2,2,-1,1,6,3,-3,1,1
5016,131,184,0,1,65,0,65,65,65,1,-3,3,-1,8,2,-2,1,1
5016,848,1258,0,0,424,1,424,424,424,0,0,0,0,0,0,0,1,1
5022,852,1265,0,0,426,1,426,426,426,-1,2,-2,1,6,0,0,1,1
5024,128,180,0,0,64,1,64,64,64,0,0,0,0,0,0,0,1,1
5025,103,145,1,1,51,0,51,51,51,0,0,1,-1,2,-1,1,1,1
5029,48,66,1,0,24,0,23,23,23,1,-1,0,0,2,-1,1,1,1
5030,47,66,0,1,23,0,23,23,23,1,-1,0,0,2,-1,1,1,1
5032,48,66,0,0,24,1,24,24,24,0,0,0,0,0,0,0,1,1
5037,25,35,1,1,12,0,12,12,12,1,-1,1,-1,4,-2,2,1,1
5039,27,37,1,1,13,0,13,13,13,0,-1,2,-1,4,1,-1,1,1
5041,44,59,1,0,22,0,21,21,21,1,0,-1,0,2,-3,3,1,1
5044,44,59,0,0,22,1,22,22,22,-1,2,-2,1,6,0,0,1,1
5049,21,29,1,1,10,0,10,10,10,1,-1,0,0,2,-1,1,1,1
5050,21,29,0,1,10,0,10,10,10,0,-1,1,0,2,2,-2,1,1
5052,35,46,0,1,17,0,17,17,17,-1,1,-1,1,4,2,-2,1,1
5052,36,47,0,0,18,1,18,18,18,-1,2,-2,1,6,0,0,1,1
5056,816,1206,0,0,408,1,408,408,408,-2,4,-4,2,12,0,0,1,1
5057,32,42,1,0,16,0,15,15,15,-2,2,-1,1,6,3,-3,1,1
5059,32,42,1,0,16,0,15,15,15,-1,2,-1,0,4,-1,1,1,1
5060,60,81,0,0,30,1,30,30,30,0,0,0,0,0,0,0,1,1
5064,32,42,0,0,16,1,16,16,16,0,0,0,0,0,0,0,1,1
5064,823,1219,0,1,411,0,411,411,411,-3,5,-5,3,16,2,-2,1,1
5075,49,66,1,1,24,0,24,24,24,0,0,0,0,0,0,0,1,1
5077,48,66,1,0,24,0,23,23,23,0,0,0,0,0,0,0,1,1
5077,51,71,1,1,25,0,25,25,25,0,1,-1,0,2,-2,2,1,1
5080,48,66,0,0,24,1,24,24,24,0,0,0,0,0,0,0,1,1
5086,45,61,0,1,22,0,22,22,22,0,-1,2,-1,4,1,-1,1,1
5088,43,57,0,1,21,0,21,21,21,0,-1,2,-1,4,1,-1,1,1
5088,44,59,0,0,22,1,22,22,22,1,-2,2,-1,6,0,0,1,1
5089,32,42,1,0,16,0,15,15,15,2,-2,1,-1,6,-3,3,1,1
5091,32,42,1,0,16,0,15,15,15,1,-2,1,0,4,1,-1,1,1
5096,32,42,0,0,16,1,16,16,16,0,0,0,0,0,0,0,1,1
5098,12,15,0,0,6,1,6,6,6,0,0,0,0,0,0,0,1,1
5101,11,13,1,1,5,0,5,5,5,0,1,-1,0,2,-2,2,1,1
5103,9,10,1,1,4,0,4,4,4,-1,1,-1,1,4,2,-2,1,1
5105,15,18,1,1,7,0,7,7,7,0,0,1,-1,2,-1,1,1,1
5106,8,9,0,0,4,1,4,4,4,-1,1,1,-1,4,0,0,1,1
5110,12,15,0,0,6,1,6,6,6,0,0,0,0,0,0,0,1,1
5112,11,13,0,1,5,0,5,5,5,0,-1,1,0,2,2,-2,1,1
5114,8,9,0,0,4,1,4,4,4,1,-1,-1,1,4,0,0,1,1
5127,30,40,1,0,15,0,14,14,14,0,1,-1,0,2,-2,2,1,1
5140,636,953,0,0,318,1,318,318,318,0,0,0,0,0,0,0,1,1
5140,768,1144,0,0,384,1,384,384,384,-3,6,-6,3,18,0,0,1,1
5141,768,1144,1,0,384,0,383,383,383,-3,6,-6,3,18,0,0,1,1
5142,768,1144,0,0,384,1,384,384,384,-3,6,-6,3,18,0,0,1,1
5146,633,948,0,1,316,0,316,316,316,0,-1,2,-1,4,1,-1,1,1
5148,120,170,0,0,60,1,60,60,60,-1,2,-2,1,6,0,0,1,1
5148,632,946,0,0,316,1,316,316,316,1,-2,2,-1,6,0,0,1,1
5149,768,1144,1,0,384,0,383,383,383,-3,7,-7,3,20,-2,2,1,1
5150,628,940,0,0,314,1,314,314,314,0,-1,3,-2,6,0,0,1,1
5151,628,940,1,0,314,0,313,313,313,1,-2,3,-2,8,-1,1,1,1
5152,117,165,0,1,58,0,58,58,58,0,1,-2,1,4,-1,1,1,1
5152,768,1144,0,0,384,1,384,384,384,-4,8,-8,4,24,0,0,1,1
5153,767,1142,1,1,383,0,383,383,383,-3,8,-9,4,24,-3,3,1,1
5154,616,923,0,0,308,1,308,308,308,3,-5,3,-1,12,0,0,1,1
5154,627,939,0,1,313,0,313,313,313,2,-3,2,-1,8,-1,1,1,1
5154,628,940,0,0,314,1,314,314,314,2,-3,1,0,6,0,0,1,1
5155,616,923,1,0,308,0,307,307,307,2,-4,3,-1,10,1,-1,1,1
5156,624,934,0,0,312,1,312,312,312,1,-2,2,-1,6,0,0,1,1
5156,764,1137,0,0,382,1,382,382,382,-4,8,-8,4,24,0,0,1,1
5157,618,926,1,0,309,0,308,308,308,1,-2,2,-1,6,0,0,1,1
5157,624,934,1,0,312,0,311,311,311,1,-2,2,-1,6,0,0,1,1
5157,628,940,1,0,314,0,313,313,313,1,-3,3,-1,8,2,-2,1,1
5158,612,917,0,0,306,1,306,306,306,2,-4,4,-2,12,0,0,1,1
5158,624,934,0,0,312,1,312,312,312,1,-2,2,-1,6,0,0,1,1
5158,625,936,0,1,312,0,312,312,312,1,-3,3,-1,8,2,-2,1,1
5159,616,923,1,0,308,0,307,307,307,1,-2,2,-1,6,0,0,1,1
5161,616,923,1,0,308,0,307,307,307,0,-1,2,-1,4,1,-1,1,1
5161,625,936,1,1,312,0,312,312,312,2,-3,2,-1,8,-1,1,1,1
5162,12,15,0,0,6,1,6,6,6,0,0,0,0,0,0,0,1,1
5164,624,934,0,0,312,1,312,312,312,1,-2,2,-1,6,0,0,1,1
5165,11,13,1,1,5,0,5,5,5,0,1,-1,0,2,-2,2,1,1
5165,108,151,1,0,54,0,53,53,53,-2,3,-3,2,10,2,-2,1,1
5166,760,1131,0,0,380,1,380,380,380,-3,7,-9,5,24,0,0,1,1
5167,9,10,1,1,4,0,4,4,4,-1,1,-1,1,4,2,-2,1,1
5169,15,18,1,1,7,0,7,7,7,0,0,1,-1,2,-1,1,1,1
5169,611,915,1,1,305,0,305,305,305,1,-2,3,-2,8,-1,1,1,1
5170,8,9,0,0,4,1,4,4,4,-1,1,1,-1,4,0,0,1,1
5171,616,923,1,0,308,0,307,307,307,1,-2,2,-1,6,0,0,1,1
5173,610,915,1,0,305,0,304,304,304,1,-2,2,-1,6,0,0,1,1
5174,12,15,0,0,6,1,6,6,6,0,0,0,0,0,0,0,1,1
5176,11,13,0,1,5,0,5,5,5,0,-1,1,0,2,2,-2,1,1
5178,8,9,0,0,4,1,4,4,4,1,-1,-1,1,4,0,0,1,1
5180,51,72,0,1,25,0,25,25,25,-1,1,-1,1,4,2,-2,1,1
5186,48,70,0,0,24,1,24,24,24,-1,2,-2,1,6,0,0,1,1
5189,32,48,1,0,16,0,15,15,15,-1,0,1,0,2,3,-3,1,1
5192,27,40,0,1,13,0,13,13,13,0,-1,1,0,2,2,-2,1,1
5196,45,66,0,1,22,0,22,22,22,-1,2,-3,2,8,1,-1,1,1
5196,568,854,0,0,284,1,284,284,284,1,-2,2,-1,6,0,0,1,1
5199,42,63,1,0,21,0,20,20,20,-1,3,-3,1,8,-2,2,1,1
5200,512,768,0,0,256,1,256,256,256,0,0,0,0,0,0,0,1,1
5201,512,768,1,0,256,0,255,255,255,0,0,0,0,0,0,0,1,1
5202,512,768,0,0,256,1,256,256,256,0,0,0,0,0,0,0,1,1
5203,19,30,1,1,9,0,9,9,9,0,1,0,-1,2,-3,3,1,1
5203,512,768,1,0,256,0,255,255,255,0,0,0,0,0,0,0,1,1
5204,512,768,0,0,256,1,256,256,256,0,0,0,0,0,0,0,1,1
5205,512,768,1,0,256,0,255,255,255,0,0,0,0,0,0,0,1,1
5205,519,780,1,1,259,0,259,259,259,1,-1,1,-1,4,-2,2,1,1
5206,512,768,0,0,256,1,256,256,256,0,0,0,0,0,0,0,1,1
5207,512,768,1,0,256,0,255,255,255,0,0,0,0,0,0,0,1,1
5208,512,768,0,0,256,1,256,256,256,0,0,0,0,0,0,0,1,1
5212,27,42,0,1,13,0,13,13,13,-1,1,-1,1,4,2,-2,1,1
5213,4,8,1,0,2,0,1,1,1,0,0,0,0,0,0,0,1,1
5214,509,763,0,1,254,0,254,254,254,0,-1,2,-1,4,1,-1,1,1
5221,13,20,1,1,6,0,6,6,6,1,0,-1,0,2,-3,3,1,1
5221,32,48,1,0,16,0,15,15,15,0,2,-3,1,6,-3,3,1,1
5224,455,681,0,1,227,0,227,227,227,1,-3,3,-1,8,2,-2,1,1
5228,15,21,0,1,7,0,7,7,7,-1,1,-1,1,4,2,-2,1,1
5236,508,761,0,0,254,1,254,254,254,1,-2,2,-1,6,0,0,1,1
5237,432,646,1,0,216,0,215,215,215,0,-2,3,-1,6,3,-3,1,1
5241,24,37,1,0,12,0,11,11,11,0,1,-1,0,2,-2,2,1,1
5242,505,756,0,1,252,0,252,252,252,1,-3,4,-2,10,1,-1,1,1
5244,503,752,0,1,251,0,251,251,251,1,-3,4,-2,10,1,-1,1,1
5244,504,754,0,0,252,1,252,252,252,2,-4,4,-2,12,0,0,1,1
5245,432,646,1,0,216,0,215,215,215,2,-4,4,-2,12,0,0,1,1
5246,500,748,0,0,250,1,250,250,250,1,-3,5,-3,12,0,0,1,1
5248,432,646,0,0,216,1,216,216,216,2,-4,4,-2,12,0,0,1,1
5252,496,742,0,0,248,1,248,248,248,2,-4,4,-2,12,0,0,1,1
5253,425,635,1,1,212,0,212,212,212,2,-3,3,-2,10,-2,2,1,1
5253,496,742,1,0,248,0,247,247,247,2,-4,4,-2,12,0,0,1,1
5254,496,742,0,0,248,1,248,248,248,2,-4,4,-2,12,0,0,1,1
5258,489,732,0,1,244,0,244,244,244,1,-3,4,-2,10,1,-1,1,1
5258,500,748,0,0,250,1,250,250,250,1,-3,5,-3,12,0,0,1,1
5260,483,722,0,1,241,0,241,241,241,1,-3,3,-1,8,2,-2,1,1
5260,496,742,0,0,248,1,248,248,248,2,-4,4,-2,12,0,0,1,1
5261,73,101,1,1,36,0,36,36,36,2,-2,1,-1,6,-3,3,1,1
5265,663,992,1,1,331,0,331,331,331,-2,5,-5,2,14,-2,2,1,1
5273,481,721,1,1,240,0,240,240,240,3,-4,3,-2,12,-3,3,1,1
5285,48,66,1,0,24,0,23,23,23,1,-1,0,0,2,-1,1,1,1
5286,47,66,0,1,23,0,23,23,23,1,-1,0,0,2,-1,1,1,1
5288,48,66,0,0,24,1,24,24,24,0,0,0,0,0,0,0,1,1
5293,25,35,1,1,12,0,12,12,12,1,-1,1,-1,4,-2,2,1,1
5295,27,37,1,1,13,0,13,13,13,0,-1,2,-1,4,1,-1,1,1
5297,44,59,1,0,22,0,21,21,21,1,0,-1,0,2,-3,3,1,1
5297,544,818,1,0,272,0,271,271,271,2,-2,1,-1,6,-3,3,1,1
5299,544,818,1,0,272,0,271,271,271,1,-2,1,0,4,1,-1,1,1
5300,44,59,0,0,22,1,22,22,22,-1,2,-2,1,6,0,0,1,1
5301,541,814,1,1,270,0,270,270,270,1,-1,1,-1,4,-2,2,1,1
5304,403,602,0,1,201,0,201,201,201,0,-1,1,0,2,2,-2,1,1
5304,540,813,0,0,270,1,270,270,270,1,-2,2,-1,6,0,0,1,1
5304,544,818,0,0,272,1,272,272,272,0,0,0,0,0,0,0,1,1
5305,21,29,1,1,10,0,10,10,10,1,-1,0,0,2,-1,1,1,1
5306,21,29,0,1,10,0,10,10,10,0,-1,1,0,2,2,-2,1,1
5308,35,46,0,1,17,0,17,17,17,-1,1,-1,1,4,2,-2,1,1
5308,36,47,0,0,18,1,18,18,18,-1,2,-2,1,6,0,0,1,1
5308,547,822,0,1,273,0,273,273,273,-1,1,-1,1,4,2,-2,1,1
5312,720,1074,0,0,360,1,360,360,360,-6,12,-12,6,36,0,0,1,1
5313,32,42,1,0,16,0,15,15,15,-2,2,-1,1,6,3,-3,1,1
5315,32,42,1,0,16,0,15,15,15,-1,2,-1,0,4,-1,1,1,1
5316,60,81,0,0,30,1,30,30,30,0,0,0,0,0,0,0,1,1
5317,528,794,1,0,264,0,263,263,263,1,-1,1,-1,4,-2,2,1,1
5320,32,42,0,0,16,1,16,16,16,0,0,0,0,0,0,0,1,1
5320,423,633,0,1,211,0,211,211,211,1,-3,3,-1,8,2,-2,1,1
5320,528,794,0,0,264,1,264,264,264,0,0,0,0,0,0,0,1,1
5321,527,792,1,1,263,0,263,263,263,1,0,-1,0,2,-3,3,1,1
5331,49,66,1,1,24,0,24,24,24,0,0,0,0,0,0,0,1,1
5332,687,1031,0,1,343,0,343,343,343,-6,11,-11,6,34,2,-2,1,1
5332,692,1039,0,0,346,1,346,346,346,-5,10,-10,5,30,0,0,1,1
5333,48,66,1,0,24,0,23,23,23,0,0,0,0,0,0,0,1,1
5333,51,71,1,1,25,0,25,25,25,0,1,-1,0,2,-2,2,1,1
5336,48,66,0,0,24,1,24,24,24,0,0,0,0,0,0,0,1,1
5342,45,61,0,1,22,0,22,22,22,0,-1,2,-1,4,1,-1,1,1
5344,43,57,0,1,21,0,21,21,21,0,-1,2,-1,4,1,-1,1,1
5344,44,59,0,0,22,1,22,22,22,1,-2,2,-1,6,0,0,1,1
5345,32,42,1,0,16,0,15,15,15,2,-2,1,-1,6,-3,3,1,1
5347,32,42,1,0,16,0,15,15,15,1,-2,1,0,4,1,-1,1,1
5352,32,42,0,0,16,1,16,16,16,0,0,0,0,0,0,0,1,1
5354,12,15,0,0,6,1,6,6,6,0,0,0,0,0,0,0,1,1
5357,11,13,1,1,5,0,5,5,5,0,1,-1,0,2,-2,2,1,1
5358,671,1008,0,1,335,0,335,335,335,-5,11,-12,6,34,-1,1,1,1
5359,9,10,1,1,4,0,4,4,4,-1,1,-1,1,4,2,-2,1,1
5359,486,733,1,0,243,0,242,242,242,1,-1,1,-1,4,-2,2,1,1
5360,672,1008,0,0,336,1,336,336,336,-6,12,-12,6,36,0,0,1,1
5361,15,18,1,1,7,0,7,7,7,0,0,1,-1,2,-1,1,1,1
5362,8,9,0,0,4,1,4,4,4,-1,1,1,-1,4,0,0,1,1
5362,668,1003,0,0,334,1,334,334,334,-6,12,-12,6,36,0,0,1,1
5363,677,1015,1,1,338,0,338,338,338,-5,10,-10,5,30,0,0,1,1
5365,342,517,1,0,171,0,170,170,170,-1,2,-2,1,6,0,0,1,1
5366,12,15,0,0,6,1,6,6,6,0,0,0,0,0,0,0,1,1
5367,367,550,1,1,183,0,183,183,183,0,-1,2,-1,4,1,-1,1,1
5368,11,13,0,1,5,0,5,5,5,0,-1,1,0,2,2,-2,1,1
5369,364,547,1,0,182,0,181,181,181,0,-1,1,0,2,2,-2,1,1
5370,8,9,0,0,4,1,4,4,4,1,-1,-1,1,4,0,0,1,1
5371,364,547,1,0,182,0,181,181,181,0,-1,2,-1,4,1,-1,1,1
5383,30,40,1,0,15,0,14,14,14,0,1,-1,0,2,-2,2,1,1
5399,150,232,1,0,75,0,74,74,74,3,-4,3,-2,12,-3,3,1,1
5402,149,230,0,1,74,0,74,74,74,1,-3,3,-1,8,2,-2,1,1
5418,12,15,0,0,6,1,6,6,6,0,0,0,0,0,0,0,1,1
5421,11,13,1,1,5,0,5,5,5,0,1,-1,0,2,-2,2,1,1
5423,9,10,1,1,4,0,4,4,4,-1,1,-1,1,4,2,-2,1,1
5424,304,462,0,0,152,1,152,152,152,0,0,0,0,0,0,0,1,1
5425,15,18,1,1,7,0,7,7,7,0,0,1,-1,2,-1,1,1,1
5426,8,9,0,0,4,1,4,4,4,-1,1,1,-1,4,0,0,1,1
5430,12,15,0,0,6,1,6,6,6,0,0,0,0,0,0,0,1,1
5432,11,13,0,1,5,0,5,5,5,0,-1,1,0,2,2,-2,1,1
5434,8,9,0,0,4,1,4,4,4,1,-1,-1,1,4,0,0,1,1
5445,64,100,1,0,32,0,31,31,31,-2,2,-1,1,6,3,-3,1,1
5445,67,105,1,1,33,0,33,33,33,0,1,-1,0,2,-2,2,1,1
5445,112,178,1,0,56,0,55,55,55,1,-1,1,-1,4,-2,2,1,1
5448,64,100,0,0,32,1,32,32,32,0,0,0,0,0,0,0,1,1
5449,111,176,1,1,55,0,55,55,55,1,0,-1,0,2,-3,3,1,1
5451,109,173,1,1,54,0,54,54,54,0,0,0,0,0,0,0,1,1
5451,114,182,1,0,57,0,56,56,56,0,1,-1,0,2,-2,2,1,1
5458,16,26,0,0,8,1,8,8,8,0,0,0,0,0,0,0,1,1
5463,110,178,1,0,55,0,54,54,54,0,1,-1,0,2,-2,2,1,1
5468,107,172,0,1,53,0,53,53,53,-1,1,-1,1,4,2,-2,1,1
5469,4,8,1,0,2,0,1,1,1,0,0,0,0,0,0,0,1,1
5474,17,28,0,1,8,0,8,8,8,0,-1,1,0,2,2,-2,1,1
5479,136,215,1,0,68,0,67,67,67,-2,3,-3,2,10,2,-2,1,1
5480,135,213,0,1,67,0,67,67,67,-2,3,-3,2,10,2,-2,1,1
5485,126,199,1,0,63,0,62,62,62,-1,2,-2,1,6,0,0,1,1
5489,121,191,1,1,60,0,60,60,60,0,1,-1,0,2,-2,2,1,1
5490,84,133,0,0,42,1,42,42,42,0,0,0,0,0,0,0,1,1
5492,16,28,0,0,8,1,8,8,8,-1,2,-2,1,6,0,0,1,1
5497,478,728,1,0,239,0,238,238,238,-3,4,-4,3,14,4,-4,1,1
5501,4,8,1,0,2,0,1,1,1,0,0,0,0,0,0,0,1,1
5504,468,713,0,0,234,1,234,234,234,-1,2,-2,1,6,0,0,1,1
5505,76,120,1,0,38,0,37,37,37,1,-1,1,-1,4,-2,2,1,1
5508,472,718,0,0,236,1,236,236,236,-2,4,-4,2,12,0,0,1,1
5510,67,107,0,1,33,0,33,33,33,0,-1,1,0,2,2,-2,1,1
5512,68,107,0,0,34,1,34,34,34,1,-2,2,-1,6,0,0,1,1
5513,473,718,1,1,236,0,236,236,236,-2,5,-6,3,16,-1,1,1,1
5516,472,716,0,0,236,1,236,236,236,-3,6,-6,3,18,0,0,1,1
5520,436,665,0,0,218,1,218,218,218,-1,2,-2,1,6,0,0,1,1
5524,463,703,0,1,231,0,231,231,231,-3,5,-5,3,16,2,-2,1,1
5525,6,11,1,0,3,0,2,2,2,0,0,0,0,0,0,0,1,1
5529,4,8,1,0,2,0,1,1,1,-1,1,0,0,2,1,-1,1,1
5531,6,11,1,0,3,0,2,2,2,1,-1,0,0,2,-1,1,1,1
5532,455,691,0,1,227,0,227,227,227,-3,5,-5,3,16,2,-2,1,1
5533,4,8,1,0,2,0,1,1,1,1,-1,0,0,2,-1,1,1,1
5545,8,11,1,0,4,0,3,3,3,0,1,-1,0,2,-2,2,1,1
5545,14,18,1,0,7,0,6,6,6,-1,0,0,1,2,4,-4,1,1
5556,444,673,0,0,222,1,222,222,222,-3,6,-6,3,18,0,0,1,1
5566,9,11,0,1,4,0,4,4,4,-1,1,-1,1,4,2,-2,1,1
5566,437,661,0,1,218,0,218,218,218,-3,5,-5,3,16,2,-2,1,1
5568,432,654,0,0,216,1,216,216,216,-2,4,-4,2,12,0,0,1,1
5570,428,649,0,0,214,1,214,214,214,-2,4,-4,2,12,0,0,1,1
5572,444,673,0,0,222,1,222,222,222,-4,8,-8,4,24,0,0,1,1
5573,429,652,1,1,214,0,214,214,214,-2,5,-5,2,14,-2,2,1,1
5575,428,650,1,0,214,0,213,213,213,-2,4,-4,2,12,0,0,1,1
5580,416,634,0,0,208,1,208,208,208,-2,4,-4,2,12,0,0,1,1
5580,435,660,0,1,217,0,217,217,217,-4,7,-7,4,22,2,-2,1,1
5581,60,96,1,0,30,0,29,29,29,-1,1,-1,1,4,2,-2,1,1
5581,416,634,1,0,208,0,207,207,207,-2,4,-4,2,12,0,0,1,1
5582,416,634,0,0,208,1,208,208,208,-2,4,-4,2,12,0,0,1,1
