m,alph,code,T,n_sums,i,d,sum,r,s,k,aligned,nX,nY,nZ,v_xy,v_yz,l1_xy,l1_yz,db_xy,db_yz,defX,defY,defZ,in_LA,in_LT,Tdot_v,anc_acf,anc_Tcube,eq_ok,type,types,seed,Wlen
2,0123,32 31 20 01,"5,4,2,1",4,661,132,199,1,0,66,0,65,65,65,"-3,5,-4,2","1,-2,2,-1",14,6,1,0,3,2,2,0,0,-1,0,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,661,448,660,1,0,224,0,223,223,223,"3,-6,6,-3","-4,8,-8,4",18,24,0,0,1,1,1,0,1,0,0,1,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,661,451,665,1,1,225,0,225,225,225,"3,-5,5,-3","-4,7,-6,3",16,20,-2,1,1,3,2,0,0,2,0,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,662,128,192,0,0,64,1,64,64,64,"-2,4,-4,2","0,0,0,0",12,0,0,0,0,0,0,0,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,662,448,660,0,0,224,1,224,224,224,"3,-6,6,-3","-4,8,-8,4",18,24,0,0,0,0,0,0,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,663,132,199,1,0,66,0,65,65,65,"-2,5,-5,2","1,-2,2,-1",14,6,-2,0,3,5,5,0,0,2,0,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,664,444,657,0,0,222,1,222,222,222,"3,-6,6,-3","-4,8,-8,4",18,24,0,0,0,0,0,0,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,665,4,8,1,0,2,0,1,1,1,"-1,1,0,0","1,-1,0,0",2,2,1,-1,4,3,4,0,0,-1,1,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,665,130,196,1,0,65,0,64,64,64,"-3,5,-4,2","0,-1,2,-1",14,4,1,1,5,4,3,0,0,-1,0,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,666,129,194,0,1,64,0,64,64,64,"-3,5,-4,2","0,-1,1,0",14,2,1,2,3,2,0,0,0,-1,0,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,667,6,11,1,0,3,0,2,2,2,"1,-1,0,0","-1,0,1,0",2,2,-1,3,4,5,2,0,0,1,1,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,669,4,8,1,0,2,0,1,1,1,"1,-1,0,0","-1,1,0,0",2,2,-1,1,3,4,3,0,0,1,1,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,674,41,60,0,1,20,0,20,20,20,"-1,1,0,0","-1,1,-1,1",2,4,1,2,3,2,0,0,0,-1,0,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,681,8,11,1,0,4,0,3,3,3,"0,1,-1,0","0,-1,1,0",2,2,-2,2,2,4,2,0,0,2,1,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,681,14,18,1,0,7,0,6,6,6,"-1,0,0,1","0,1,-1,0",2,2,4,-2,5,1,3,0,0,-4,0,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,688,60,87,0,0,30,1,30,30,30,"-1,2,-2,1","0,0,0,0",6,0,0,0,0,0,0,0,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,689,57,83,1,1,28,0,28,28,28,"0,1,-1,0","-1,1,-1,1",2,4,-2,2,1,3,1,0,0,2,0,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,695,207,302,1,1,103,0,103,103,103,"-2,3,-2,1","2,-3,2,-1",8,8,1,-1,1,0,1,0,0,-1,0,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,696,71,105,0,1,35,0,35,35,35,"-3,5,-5,3","1,-2,1,0",16,4,2,1,3,1,0,0,0,-2,0,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,696,75,111,0,1,37,0,37,37,37,"-3,5,-4,2","1,-1,0,0",14,2,1,-1,3,2,3,0,0,-1,0,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,697,446,656,1,0,223,0,222,222,222,"0,-2,2,0","-2,5,-5,2",4,14,4,-2,5,1,3,0,0,-4,0,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,701,114,170,1,0,57,0,56,56,56,"-2,4,-4,2","1,-2,2,-1",12,6,0,0,4,4,4,0,1,0,0,1,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,702,9,11,0,1,4,0,4,4,4,"-1,1,-1,1","1,-1,1,-1",4,4,2,-2,3,1,3,0,0,-2,1,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,702,124,185,0,0,62,1,62,62,62,"-1,2,-2,1","0,0,0,0",6,0,0,0,0,0,0,0,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,703,442,650,1,0,221,0,220,220,220,"2,-3,2,-1","-3,5,-4,2",8,14,-1,1,4,5,4,0,0,1,0,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,704,439,645,0,1,219,0,219,219,219,"1,-3,3,-1","-2,4,-5,3",8,14,2,1,3,1,0,1,0,-2,0,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,706,48,70,0,0,24,1,24,24,24,"-1,2,-2,1","0,0,0,0",6,0,0,0,0,0,0,0,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,709,32,48,1,0,16,0,15,15,15,"-1,0,1,0","0,2,-3,1",2,6,3,-3,3,0,3,0,0,-3,0,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,712,27,40,0,1,13,0,13,13,13,"0,-1,1,0","0,1,-2,1",2,4,2,-1,3,1,2,0,0,-2,0,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,716,45,66,0,1,22,0,22,22,22,"-1,2,-3,2","-1,1,1,-1",8,4,1,0,3,2,2,0,0,-1,0,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,719,42,63,1,0,21,0,20,20,20,"-1,3,-3,1","-1,0,0,1",8,2,-2,4,3,5,1,1,0,2,0,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,720,400,590,0,0,200,1,200,200,200,"2,-4,4,-2","-2,4,-4,2",12,12,0,0,0,0,0,0,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,723,19,30,1,1,9,0,9,9,9,"0,1,0,-1","0,0,-1,1",2,2,-3,1,0,3,2,0,0,3,1,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,732,27,42,0,1,13,0,13,13,13,"-1,1,-1,1","0,0,-1,1",4,2,2,1,3,1,0,0,0,-2,1,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,733,4,8,1,0,2,0,1,1,1,"0,0,0,0","-1,1,0,0",0,2,0,1,4,4,3,1,1,0,1,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,740,96,146,0,0,48,1,48,48,48,"0,0,0,0","0,0,0,0",0,0,0,0,0,0,0,1,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,741,13,20,1,1,6,0,6,6,6,"1,0,-1,0","-1,1,-1,1",2,4,-3,2,0,3,1,0,0,3,1,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,741,32,48,1,0,16,0,15,15,15,"0,2,-3,1","-1,0,1,0",6,2,-3,3,0,3,0,0,0,3,1,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,746,173,255,0,1,86,0,86,86,86,"-1,1,-1,1","1,-2,2,-1",4,6,2,0,2,0,0,0,0,-2,0,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,748,15,21,0,1,7,0,7,7,7,"-1,1,-1,1","1,-1,0,0",4,2,2,-1,3,1,2,0,0,-2,1,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,748,427,628,0,1,213,0,213,213,213,"1,-3,3,-1","-1,3,-4,2",8,10,2,-1,3,1,2,1,0,-2,0,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,752,432,634,0,0,216,1,216,216,216,"2,-4,4,-2","-2,4,-4,2",12,12,0,0,0,0,0,0,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,754,48,70,0,0,24,1,24,24,24,"0,0,0,0","0,0,0,0",0,0,0,0,0,0,0,1,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,761,24,37,1,0,12,0,11,11,11,"0,1,-1,0","0,-1,1,0",2,2,-2,2,2,4,2,0,0,2,1,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,765,377,555,1,1,188,0,188,188,188,"3,-5,5,-3","-3,5,-5,3",16,16,-2,2,1,3,1,0,0,2,0,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,765,409,603,1,1,204,0,204,204,204,"3,-5,5,-3","-3,5,-5,3",16,16,-2,2,1,3,1,0,0,2,0,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,767,411,605,1,1,205,0,205,205,205,"2,-5,6,-3","-2,5,-6,3",16,16,1,-1,1,0,1,0,0,-1,0,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,777,405,597,1,1,202,0,202,202,202,"3,-5,4,-2","-3,5,-4,2",14,14,-1,1,2,3,2,0,0,1,0,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,778,405,597,0,1,202,0,202,202,202,"2,-5,5,-2","-2,5,-5,2",14,14,2,-2,2,0,2,0,0,-2,0,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,782,403,594,0,1,201,0,201,201,201,"3,-6,5,-2","-3,6,-5,2",16,16,1,-1,3,2,3,0,0,-1,0,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,813,25,35,1,1,12,0,12,12,12,"1,-1,1,-1","-1,1,-1,1",4,4,-2,2,1,3,1,0,0,2,1,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,815,27,37,1,1,13,0,13,13,13,"0,-1,2,-1","0,1,-2,1",4,4,1,-1,1,0,1,1,0,-1,1,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,820,356,521,0,0,178,1,178,178,178,"2,-4,4,-2","-3,6,-6,3",12,18,0,0,0,0,0,0,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,823,362,531,1,0,181,0,180,180,180,"3,-5,5,-3","-4,6,-6,4",16,20,-2,4,3,5,1,0,0,2,0,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,825,21,29,1,1,10,0,10,10,10,"1,-1,0,0","-1,1,0,0",2,2,-1,1,2,3,2,0,0,1,1,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,826,21,29,0,1,10,0,10,10,10,"0,-1,1,0","0,1,-1,0",2,2,2,-2,2,0,2,0,0,-2,1,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,835,350,512,1,0,175,0,174,174,174,"3,-5,5,-3","-5,8,-8,5",16,26,-2,4,3,5,1,0,0,2,0,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,856,55,87,0,1,27,0,27,27,27,"0,-1,1,0","0,1,-2,1",2,4,2,-1,3,1,2,0,0,-2,0,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,881,360,531,1,0,180,0,179,179,179,"2,-5,5,-2","-2,5,-5,2",14,14,2,-2,4,2,4,0,0,-2,0,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,892,21,35,0,1,10,0,10,10,10,"-1,1,-1,1","1,-1,2,-2",4,6,2,-3,2,0,3,0,0,-2,1,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,901,336,494,1,0,168,0,167,167,167,"4,-6,5,-3","-4,6,-5,3",18,18,-3,3,0,3,0,0,0,3,0,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,904,336,494,0,0,168,1,168,168,168,"2,-4,4,-2","-2,4,-4,2",12,12,0,0,0,0,0,0,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,905,336,494,1,0,168,0,167,167,167,"2,-4,4,-2","-2,4,-4,2",12,12,0,0,5,5,5,0,1,0,0,1,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,906,336,494,0,0,168,1,168,168,168,"2,-4,4,-2","-2,4,-4,2",12,12,0,0,0,0,0,0,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,907,336,494,1,0,168,0,167,167,167,"2,-4,4,-2","-2,4,-4,2",12,12,0,0,4,4,4,0,1,0,0,1,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,908,336,494,0,0,168,1,168,168,168,"2,-4,4,-2","-2,4,-4,2",12,12,0,0,0,0,0,0,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,909,336,494,1,0,168,0,167,167,167,"2,-4,4,-2","-2,4,-4,2",12,12,0,0,1,1,1,0,1,0,0,1,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,910,336,494,0,0,168,1,168,168,168,"2,-4,4,-2","-2,4,-4,2",12,12,0,0,0,0,0,0,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,911,336,494,1,0,168,0,167,167,167,"2,-4,4,-2","-2,4,-4,2",12,12,0,0,4,4,4,0,1,0,0,1,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,912,336,494,0,0,168,1,168,168,168,"2,-4,4,-2","-2,4,-4,2",12,12,0,0,0,0,0,0,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,913,336,494,1,0,168,0,167,167,167,"2,-4,4,-2","-2,4,-4,2",12,12,0,0,2,2,2,0,1,0,0,1,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,914,336,494,0,0,168,1,168,168,168,"2,-4,4,-2","-2,4,-4,2",12,12,0,0,0,0,0,0,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,915,336,494,1,0,168,0,167,167,167,"2,-4,4,-2","-2,4,-4,2",12,12,0,0,5,5,5,0,1,0,0,1,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,916,320,468,0,0,160,1,160,160,160,"3,-6,6,-3","-4,8,-8,4",18,24,0,0,0,0,0,0,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,916,336,494,0,0,168,1,168,168,168,"2,-4,4,-2","-2,4,-4,2",12,12,0,0,0,0,0,0,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,917,6,11,1,0,3,0,2,2,2,"0,0,0,0","1,-1,0,0",0,2,0,-1,4,4,5,1,1,0,1,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,917,176,258,1,0,88,0,87,87,87,"1,-2,2,-1","1,-1,1,-1",6,4,0,-2,1,1,3,0,1,0,0,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,917,179,263,1,1,89,0,89,89,89,"1,-1,1,-1","0,-1,2,-1",4,4,-2,1,1,3,2,0,0,2,0,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,917,320,468,1,0,160,0,159,159,159,"3,-6,6,-3","-4,8,-8,4",18,24,0,0,1,1,1,0,1,0,0,1,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,917,323,473,1,1,161,0,161,161,161,"3,-5,5,-3","-4,7,-6,3",16,20,-2,1,1,3,2,0,0,2,0,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,917,336,494,1,0,168,0,167,167,167,"2,-4,4,-2","-2,4,-4,2",12,12,0,0,1,1,1,0,1,0,0,1,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,918,320,468,0,0,160,1,160,160,160,"3,-6,6,-3","-4,8,-8,4",18,24,0,0,0,0,0,0,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,918,336,494,0,0,168,1,168,168,168,"2,-4,4,-2","-2,4,-4,2",12,12,0,0,0,0,0,0,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,919,336,494,1,0,168,0,167,167,167,"2,-4,4,-2","-2,4,-4,2",12,12,0,0,2,2,2,0,1,0,0,1,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,920,316,465,0,0,158,1,158,158,158,"3,-6,6,-3","-4,8,-8,4",18,24,0,0,0,0,0,0,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,920,336,494,0,0,168,1,168,168,168,"2,-4,4,-2","-2,4,-4,2",12,12,0,0,0,0,0,0,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,921,4,8,1,0,2,0,1,1,1,"-1,1,0,0","1,-1,0,0",2,2,1,-1,4,3,4,0,0,-1,1,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,921,336,494,1,0,168,0,167,167,167,"2,-4,4,-2","-2,4,-4,2",12,12,0,0,5,5,5,0,1,0,0,1,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,922,177,260,0,1,88,0,88,88,88,"0,-1,2,-1","0,-1,1,0",4,2,1,2,3,2,0,1,0,-1,0,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,922,336,494,0,0,168,1,168,168,168,"2,-4,4,-2","-2,4,-4,2",12,12,0,0,0,0,0,0,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,923,6,11,1,0,3,0,2,2,2,"1,-1,0,0","-1,0,1,0",2,2,-1,3,4,5,2,0,0,1,1,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,923,336,494,1,0,168,0,167,167,167,"2,-4,4,-2","-2,4,-4,2",12,12,0,0,4,4,4,0,1,0,0,1,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,924,336,494,0,0,168,1,168,168,168,"2,-4,4,-2","-2,4,-4,2",12,12,0,0,0,0,0,0,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,925,4,8,1,0,2,0,1,1,1,"1,-1,0,0","-1,1,0,0",2,2,-1,1,3,4,3,0,0,1,1,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,925,336,494,1,0,168,0,167,167,167,"2,-4,4,-2","-2,4,-4,2",12,12,0,0,2,2,2,0,1,0,0,1,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,926,336,494,0,0,168,1,168,168,168,"2,-4,4,-2","-2,4,-4,2",12,12,0,0,0,0,0,0,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,927,336,494,1,0,168,0,167,167,167,"2,-4,4,-2","-2,4,-4,2",12,12,0,0,5,5,5,0,1,0,0,1,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,928,171,249,0,1,85,0,85,85,85,"0,-1,2,-1","1,-1,0,0",4,2,1,-1,3,2,3,1,0,-1,0,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,928,172,251,0,0,86,1,86,86,86,"1,-2,2,-1","0,0,0,0",6,0,0,0,0,0,0,0,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,928,336,494,0,0,168,1,168,168,168,"2,-4,4,-2","-2,4,-4,2",12,12,0,0,0,0,0,0,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,933,13,20,1,1,6,0,6,6,6,"1,0,-1,0","-1,1,-1,1",2,4,-3,2,0,3,1,0,0,3,1,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,933,32,48,1,0,16,0,15,15,15,"0,2,-3,1","-1,0,1,0",6,2,-3,3,0,3,0,0,0,3,1,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,933,112,162,1,0,56,0,55,55,55,"2,-3,2,-1","-2,4,-4,2",8,12,-1,0,0,1,1,0,0,1,0,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,934,111,162,0,1,55,0,55,55,55,"2,-3,2,-1","-2,4,-3,1",8,10,-1,-1,0,1,2,0,0,1,0,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,940,15,21,0,1,7,0,7,7,7,"-1,1,-1,1","1,-1,0,0",4,2,2,-1,3,1,2,0,0,-2,1,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,948,100,145,0,0,50,1,50,50,50,"1,-2,2,-1","-1,2,-2,1",6,6,0,0,0,0,0,0,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,953,24,37,1,0,12,0,11,11,11,"0,1,-1,0","0,-1,1,0",2,2,-2,2,2,4,2,0,0,2,1,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,956,108,155,0,0,54,1,54,54,54,"1,-2,2,-1","-1,2,-2,1",6,6,0,0,0,0,0,0,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,973,89,127,1,1,44,0,44,44,44,"2,-2,1,-1","-2,3,-3,2",6,10,-3,2,0,3,1,0,0,3,0,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,993,231,337,1,1,115,0,115,115,115,"0,0,1,-1","0,-1,1,0",2,2,-1,2,2,3,1,0,0,1,0,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,994,84,121,0,0,42,1,42,42,42,"1,-2,2,-1","-1,2,-2,1",6,6,0,0,0,0,0,0,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,995,84,121,1,0,42,0,41,41,41,"1,-2,2,-1","-1,2,-2,1",6,6,0,0,4,4,4,0,1,0,0,1,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,996,84,121,0,0,42,1,42,42,42,"1,-2,2,-1","-1,2,-2,1",6,6,0,0,0,0,0,0,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,997,80,114,1,0,40,0,39,39,39,"2,-3,2,-1","-2,4,-4,2",8,12,-1,0,0,1,1,0,0,1,0,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,997,84,121,1,0,42,0,41,41,41,"1,-2,2,-1","-1,2,-2,1",6,6,0,0,2,2,2,0,1,0,0,1,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,998,79,114,0,1,39,0,39,39,39,"2,-3,2,-1","-2,4,-3,1",8,10,-1,-1,0,1,2,0,0,1,0,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,998,84,121,0,0,42,1,42,42,42,"1,-2,2,-1","-1,2,-2,1",6,6,0,0,0,0,0,0,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,999,84,121,1,0,42,0,41,41,41,"1,-2,2,-1","-1,2,-2,1",6,6,0,0,5,5,5,0,1,0,0,1,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1000,43,61,0,1,21,0,21,21,21,"0,-1,1,0","1,0,-1,0",2,2,2,-3,2,0,3,0,0,-2,0,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1000,84,121,0,0,42,1,42,42,42,"1,-2,2,-1","-1,2,-2,1",6,6,0,0,0,0,0,0,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1005,25,35,1,1,12,0,12,12,12,"1,-1,1,-1","-1,1,-1,1",4,4,-2,2,1,3,1,0,0,2,1,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1007,27,37,1,1,13,0,13,13,13,"0,-1,2,-1","0,1,-2,1",4,4,1,-1,1,0,1,1,0,-1,1,0,1,"1,1",1:1|0:1|1:1,2,2048
