m,alph,code,T,n_sums,i,d,sum,r,s,k,aligned,nX,nY,nZ,v_xy,v_yz,l1_xy,l1_yz,db_xy,db_yz,defX,defY,defZ,in_LA,in_LT,Tdot_v,anc_acf,anc_Tcube,eq_ok,type,types,seed,Wlen
2,0123,32 31 20 01,"5,4,2,1",4,1430,128,192,0,0,64,1,64,64,64,"-2,4,-4,2","0,0,0,0",12,0,0,0,0,0,0,0,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1431,132,199,1,0,66,0,65,65,65,"-2,5,-5,2","1,-2,2,-1",14,6,-2,0,3,5,5,0,0,2,0,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1433,4,8,1,0,2,0,1,1,1,"-1,1,0,0","1,-1,0,0",2,2,1,-1,4,3,4,0,0,-1,1,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1433,130,196,1,0,65,0,64,64,64,"-3,5,-4,2","0,-1,2,-1",14,4,1,1,5,4,3,0,0,-1,0,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1434,129,194,0,1,64,0,64,64,64,"-3,5,-4,2","0,-1,1,0",14,2,1,2,3,2,0,0,0,-1,0,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1435,6,11,1,0,3,0,2,2,2,"1,-1,0,0","-1,0,1,0",2,2,-1,3,4,5,2,0,0,1,1,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1437,4,8,1,0,2,0,1,1,1,"1,-1,0,0","-1,1,0,0",2,2,-1,1,3,4,3,0,0,1,1,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1442,41,60,0,1,20,0,20,20,20,"-1,1,0,0","-1,1,-1,1",2,4,1,2,3,2,0,0,0,-1,0,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1449,8,11,1,0,4,0,3,3,3,"0,1,-1,0","0,-1,1,0",2,2,-2,2,2,4,2,0,0,2,1,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1449,14,18,1,0,7,0,6,6,6,"-1,0,0,1","0,1,-1,0",2,2,4,-2,5,1,3,0,0,-4,0,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1456,60,87,0,0,30,1,30,30,30,"-1,2,-2,1","0,0,0,0",6,0,0,0,0,0,0,0,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1457,57,83,1,1,28,0,28,28,28,"0,1,-1,0","-1,1,-1,1",2,4,-2,2,1,3,1,0,0,2,0,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1464,71,105,0,1,35,0,35,35,35,"-3,5,-5,3","1,-2,1,0",16,4,2,1,3,1,0,0,0,-2,0,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1464,75,111,0,1,37,0,37,37,37,"-3,5,-4,2","1,-1,0,0",14,2,1,-1,3,2,3,0,0,-1,0,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1469,114,170,1,0,57,0,56,56,56,"-2,4,-4,2","1,-2,2,-1",12,6,0,0,4,4,4,0,1,0,0,1,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1470,9,11,0,1,4,0,4,4,4,"-1,1,-1,1","1,-1,1,-1",4,4,2,-2,3,1,3,0,0,-2,1,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1470,124,185,0,0,62,1,62,62,62,"-1,2,-2,1","0,0,0,0",6,0,0,0,0,0,0,0,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1474,48,70,0,0,24,1,24,24,24,"-1,2,-2,1","0,0,0,0",6,0,0,0,0,0,0,0,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1477,32,48,1,0,16,0,15,15,15,"-1,0,1,0","0,2,-3,1",2,6,3,-3,3,0,3,0,0,-3,0,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1480,27,40,0,1,13,0,13,13,13,"0,-1,1,0","0,1,-2,1",2,4,2,-1,3,1,2,0,0,-2,0,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1484,45,66,0,1,22,0,22,22,22,"-1,2,-3,2","-1,1,1,-1",8,4,1,0,3,2,2,0,0,-1,0,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1487,42,63,1,0,21,0,20,20,20,"-1,3,-3,1","-1,0,0,1",8,2,-2,4,3,5,1,1,0,2,0,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1491,19,30,1,1,9,0,9,9,9,"0,1,0,-1","0,0,-1,1",2,2,-3,1,0,3,2,0,0,3,1,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1500,27,42,0,1,13,0,13,13,13,"-1,1,-1,1","0,0,-1,1",4,2,2,1,3,1,0,0,0,-2,1,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1501,4,8,1,0,2,0,1,1,1,"0,0,0,0","-1,1,0,0",0,2,0,1,4,4,3,1,1,0,1,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1508,96,146,0,0,48,1,48,48,48,"0,0,0,0","0,0,0,0",0,0,0,0,0,0,0,1,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1509,13,20,1,1,6,0,6,6,6,"1,0,-1,0","-1,1,-1,1",2,4,-3,2,0,3,1,0,0,3,1,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1509,32,48,1,0,16,0,15,15,15,"0,2,-3,1","-1,0,1,0",6,2,-3,3,0,3,0,0,0,3,1,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1514,173,255,0,1,86,0,86,86,86,"-1,1,-1,1","1,-2,2,-1",4,6,2,0,2,0,0,0,0,-2,0,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1516,15,21,0,1,7,0,7,7,7,"-1,1,-1,1","1,-1,0,0",4,2,2,-1,3,1,2,0,0,-2,1,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1522,48,70,0,0,24,1,24,24,24,"0,0,0,0","0,0,0,0",0,0,0,0,0,0,0,1,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1529,24,37,1,0,12,0,11,11,11,"0,1,-1,0","0,-1,1,0",2,2,-2,2,2,4,2,0,0,2,1,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1581,25,35,1,1,12,0,12,12,12,"1,-1,1,-1","-1,1,-1,1",4,4,-2,2,1,3,1,0,0,2,1,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1583,27,37,1,1,13,0,13,13,13,"0,-1,2,-1","0,1,-2,1",4,4,1,-1,1,0,1,1,0,-1,1,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1593,21,29,1,1,10,0,10,10,10,"1,-1,0,0","-1,1,0,0",2,2,-1,1,2,3,2,0,0,1,1,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1594,21,29,0,1,10,0,10,10,10,"0,-1,1,0","0,1,-1,0",2,2,2,-2,2,0,2,0,0,-2,1,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1624,55,87,0,1,27,0,27,27,27,"0,-1,1,0","0,1,-2,1",2,4,2,-1,3,1,2,0,0,-2,0,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1660,21,35,0,1,10,0,10,10,10,"-1,1,-1,1","1,-1,2,-2",4,6,2,-3,2,0,3,0,0,-2,1,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1685,6,11,1,0,3,0,2,2,2,"0,0,0,0","1,-1,0,0",0,2,0,-1,4,4,5,1,1,0,1,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1689,4,8,1,0,2,0,1,1,1,"-1,1,0,0","1,-1,0,0",2,2,1,-1,4,3,4,0,0,-1,1,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1691,6,11,1,0,3,0,2,2,2,"1,-1,0,0","-1,0,1,0",2,2,-1,3,4,5,2,0,0,1,1,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1693,4,8,1,0,2,0,1,1,1,"1,-1,0,0","-1,1,0,0",2,2,-1,1,3,4,3,0,0,1,1,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1701,13,20,1,1,6,0,6,6,6,"1,0,-1,0","-1,1,-1,1",2,4,-3,2,0,3,1,0,0,3,1,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1701,32,48,1,0,16,0,15,15,15,"0,2,-3,1","-1,0,1,0",6,2,-3,3,0,3,0,0,0,3,1,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1701,112,162,1,0,56,0,55,55,55,"2,-3,2,-1","-2,4,-4,2",8,12,-1,0,0,1,1,0,0,1,0,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1702,111,162,0,1,55,0,55,55,55,"2,-3,2,-1","-2,4,-3,1",8,10,-1,-1,0,1,2,0,0,1,0,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1708,15,21,0,1,7,0,7,7,7,"-1,1,-1,1","1,-1,0,0",4,2,2,-1,3,1,2,0,0,-2,1,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1716,100,145,0,0,50,1,50,50,50,"1,-2,2,-1","-1,2,-2,1",6,6,0,0,0,0,0,0,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1721,24,37,1,0,12,0,11,11,11,"0,1,-1,0","0,-1,1,0",2,2,-2,2,2,4,2,0,0,2,1,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1724,108,155,0,0,54,1,54,54,54,"1,-2,2,-1","-1,2,-2,1",6,6,0,0,0,0,0,0,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1741,89,127,1,1,44,0,44,44,44,"2,-2,1,-1","-2,3,-3,2",6,10,-3,2,0,3,1,0,0,3,0,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1762,84,121,0,0,42,1,42,42,42,"1,-2,2,-1","-1,2,-2,1",6,6,0,0,0,0,0,0,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1763,84,121,1,0,42,0,41,41,41,"1,-2,2,-1","-1,2,-2,1",6,6,0,0,4,4,4,0,1,0,0,1,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1764,84,121,0,0,42,1,42,42,42,"1,-2,2,-1","-1,2,-2,1",6,6,0,0,0,0,0,0,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1765,80,114,1,0,40,0,39,39,39,"2,-3,2,-1","-2,4,-4,2",8,12,-1,0,0,1,1,0,0,1,0,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1765,84,121,1,0,42,0,41,41,41,"1,-2,2,-1","-1,2,-2,1",6,6,0,0,2,2,2,0,1,0,0,1,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1766,79,114,0,1,39,0,39,39,39,"2,-3,2,-1","-2,4,-3,1",8,10,-1,-1,0,1,2,0,0,1,0,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1766,84,121,0,0,42,1,42,42,42,"1,-2,2,-1","-1,2,-2,1",6,6,0,0,0,0,0,0,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1767,84,121,1,0,42,0,41,41,41,"1,-2,2,-1","-1,2,-2,1",6,6,0,0,5,5,5,0,1,0,0,1,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1768,43,61,0,1,21,0,21,21,21,"0,-1,1,0","1,0,-1,0",2,2,2,-3,2,0,3,0,0,-2,0,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1768,84,121,0,0,42,1,42,42,42,"1,-2,2,-1","-1,2,-2,1",6,6,0,0,0,0,0,0,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1773,25,35,1,1,12,0,12,12,12,"1,-1,1,-1","-1,1,-1,1",4,4,-2,2,1,3,1,0,0,2,1,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1775,27,37,1,1,13,0,13,13,13,"0,-1,2,-1","0,1,-2,1",4,4,1,-1,1,0,1,1,0,-1,1,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1785,21,29,1,1,10,0,10,10,10,"1,-1,0,0","-1,1,0,0",2,2,-1,1,2,3,2,0,0,1,1,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1786,21,29,0,1,10,0,10,10,10,"0,-1,1,0","0,1,-1,0",2,2,2,-2,2,0,2,0,0,-2,1,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1799,30,40,1,0,15,0,14,14,14,"0,1,-1,0","1,-2,2,-1",2,6,-2,0,1,3,3,0,0,2,0,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1834,12,15,0,0,6,1,6,6,6,"0,0,0,0","0,0,0,0",0,0,0,0,0,0,0,1,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1837,11,13,1,1,5,0,5,5,5,"0,1,-1,0","0,-1,1,0",2,2,-2,2,0,2,0,0,0,2,0,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1839,9,10,1,1,4,0,4,4,4,"-1,1,-1,1","1,-1,0,0",4,2,2,-1,2,0,1,0,0,-2,0,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1841,15,18,1,1,7,0,7,7,7,"0,0,1,-1","0,-1,1,0",2,2,-1,2,1,2,0,0,0,1,0,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1842,8,9,0,0,4,1,4,4,4,"-1,1,1,-1","1,-1,-1,1",4,4,0,0,0,0,0,1,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1846,12,15,0,0,6,1,6,6,6,"0,0,0,0","0,0,0,0",0,0,0,0,0,0,0,1,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1848,11,13,0,1,5,0,5,5,5,"0,-1,1,0","1,0,-1,0",2,2,2,-3,2,0,3,0,0,-2,0,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1850,8,9,0,0,4,1,4,4,4,"1,-1,-1,1","-1,1,1,-1",4,4,0,0,0,0,0,1,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1852,51,72,0,1,25,0,25,25,25,"-1,1,-1,1","0,0,-1,1",4,2,2,1,3,1,0,0,0,-2,0,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1858,48,70,0,0,24,1,24,24,24,"-1,2,-2,1","0,0,0,0",6,0,0,0,0,0,0,0,1,0,0,1,1,"0,0",0:0|0:0|0:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1861,32,48,1,0,16,0,15,15,15,"-1,0,1,0","0,2,-3,1",2,6,3,-3,3,0,3,0,0,-3,0,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1864,27,40,0,1,13,0,13,13,13,"0,-1,1,0","0,1,-2,1",2,4,2,-1,3,1,2,0,0,-2,0,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1868,45,66,0,1,22,0,22,22,22,"-1,2,-3,2","-1,1,1,-1",8,4,1,0,3,2,2,0,0,-1,0,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1871,42,63,1,0,21,0,20,20,20,"-1,3,-3,1","-1,0,0,1",8,2,-2,4,3,5,1,1,0,2,0,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1875,19,30,1,1,9,0,9,9,9,"0,1,0,-1","0,0,-1,1",2,2,-3,1,0,3,2,0,0,3,1,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1884,27,42,0,1,13,0,13,13,13,"-1,1,-1,1","0,0,-1,1",4,2,2,1,3,1,0,0,0,-2,1,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1885,4,8,1,0,2,0,1,1,1,"0,0,0,0","-1,1,0,0",0,2,0,1,4,4,3,1,1,0,1,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1893,13,20,1,1,6,0,6,6,6,"1,0,-1,0","-1,1,-1,1",2,4,-3,2,0,3,1,0,0,3,1,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1893,32,48,1,0,16,0,15,15,15,"0,2,-3,1","-1,0,1,0",6,2,-3,3,0,3,0,0,0,3,1,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1900,15,21,0,1,7,0,7,7,7,"-1,1,-1,1","1,-1,0,0",4,2,2,-1,3,1,2,0,0,-2,1,0,1,"0,1",0:1|1:1|0:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1913,24,37,1,0,12,0,11,11,11,"0,1,-1,0","0,-1,1,0",2,2,-2,2,2,4,2,0,0,2,1,0,1,"1,0",1:0|1:0|1:0,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1965,25,35,1,1,12,0,12,12,12,"1,-1,1,-1","-1,1,-1,1",4,4,-2,2,1,3,1,0,0,2,1,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1967,27,37,1,1,13,0,13,13,13,"0,-1,2,-1","0,1,-2,1",4,4,1,-1,1,0,1,1,0,-1,1,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1977,21,29,1,1,10,0,10,10,10,"1,-1,0,0","-1,1,0,0",2,2,-1,1,2,3,2,0,0,1,1,0,1,"1,1",1:1|0:1|1:1,2,2048
2,0123,32 31 20 01,"5,4,2,1",4,1978,21,29,0,1,10,0,10,10,10,"0,-1,1,0","0,1,-1,0",2,2,2,-2,2,0,2,0,0,-2,1,0,1,"0,1",0:1|1:1|0:1,2,2048
